college_code,college_name,branch_code,category,cutoff_rank
E061,University B.D.T. college of Engineering Davangere,EE,2BG,72755
E061,University B.D.T. college of Engineering Davangere,EE,3AG,61449
E061,University B.D.T. college of Engineering Davangere,EE,3BG,52351
E061,University B.D.T. college of Engineering Davangere,EE,3BK,59662
E061,University B.D.T. college of Engineering Davangere,EE,GM,46752
E061,University B.D.T. college of Engineering Davangere,EE,GMR,51921
E061,University B.D.T. college of Engineering Davangere,EE,SCG,89296
E061,University B.D.T. college of Engineering Davangere,EE,SCR,92291
E061,University B.D.T. college of Engineering Davangere,EE,STG,79920
E061,University B.D.T. college of Engineering Davangere,EI,1G,77355
E061,University B.D.T. college of Engineering Davangere,EI,1R,110285
E061,University B.D.T. college of Engineering Davangere,EI,2AG,88338
E061,University B.D.T. college of Engineering Davangere,EI,2AK,114982
E061,University B.D.T. college of Engineering Davangere,EI,2BG,74264
E061,University B.D.T. college of Engineering Davangere,EI,3AG,76659
E061,University B.D.T. college of Engineering Davangere,EI,3BG,69267
E061,University B.D.T. college of Engineering Davangere,EI,GM,65465
E061,University B.D.T. college of Engineering Davangere,EI,GMK,82319
E061,University B.D.T. college of Engineering Davangere,EI,GMR,79930
E061,University B.D.T. college of Engineering Davangere,EI,SCG,152851
E061,University B.D.T. college of Engineering Davangere,EI,STG,113506
E061,University B.D.T. college of Engineering Davangere,EI,STR,114773
E061,University B.D.T. college of Engineering Davangere,ME,1G,116028
E061,University B.D.T. college of Engineering Davangere,ME,2AG,122672
E061,University B.D.T. college of Engineering Davangere,ME,2AR,135859
E061,University B.D.T. college of Engineering Davangere,ME,2BG,117898
E061,University B.D.T. college of Engineering Davangere,ME,3AG,117698
E061,University B.D.T. college of Engineering Davangere,ME,3BG,112410
E061,University B.D.T. college of Engineering Davangere,ME,GM,105465
E061,University B.D.T. college of Engineering Davangere,ME,GMK,108375
E061,University B.D.T. college of Engineering Davangere,ME,GMR,109467
E061,University B.D.T. college of Engineering Davangere,ME,SCG,138163
E061,University B.D.T. college of Engineering Davangere,ME,SCK,160486
E061,University B.D.T. college of Engineering Davangere,ME,SCR,160320
E061,University B.D.T. college of Engineering Davangere,ME,STG,169050
E061,University B.D.T. college of Engineering Davangere,RI,1G,94893
E061,University B.D.T. college of Engineering Davangere,RI,2AG,58629
E061,University B.D.T. college of Engineering Davangere,RI,2AR,76496
E061,University B.D.T. college of Engineering Davangere,RI,2BG,75268
E061,University B.D.T. college of Engineering Davangere,RI,3AG,53849
E061,University B.D.T. college of Engineering Davangere,RI,3BG,49146
E061,University B.D.T. college of Engineering Davangere,RI,GM,46930
E061,University B.D.T. college of Engineering Davangere,RI,GMK,53611
E061,University B.D.T. college of Engineering Davangere,RI,GMR,66744
E061,University B.D.T. college of Engineering Davangere,RI,SCG,102074
E061,University B.D.T. college of Engineering Davangere,RI,SCR,115655
E061,University B.D.T. college of Engineering Davangere,RI,STG,96228
E062,Bapuji Institute of Engineering and Technology Davangere,AI,1G,60737
E062,Bapuji Institute of Engineering and Technology Davangere,AI,1K,77123
E062,Bapuji Institute of Engineering and Technology Davangere,AI,1R,75091
E062,Bapuji Institute of Engineering and Technology Davangere,AI,2AG,50563
E062,Bapuji Institute of Engineering and Technology Davangere,AI,2AK,54113
E062,Bapuji Institute of Engineering and Technology Davangere,AI,2AR,56429
E062,Bapuji Institute of Engineering and Technology Davangere,AI,2BG,60399
E062,Bapuji Institute of Engineering and Technology Davangere,AI,3AG,45602
E062,Bapuji Institute of Engineering and Technology Davangere,AI,3AR,46050
E062,Bapuji Institute of Engineering and Technology Davangere,AI,3BG,42243
E062,Bapuji Institute of Engineering and Technology Davangere,AI,3BR,45968
E062,Bapuji Institute of Engineering and Technology Davangere,AI,GM,40302
E062,Bapuji Institute of Engineering and Technology Davangere,AI,GMK,42137
E062,Bapuji Institute of Engineering and Technology Davangere,AI,GMR,45771
E062,Bapuji Institute of Engineering and Technology Davangere,AI,SCG,123711
E062,Bapuji Institute of Engineering and Technology Davangere,AI,SCK,135691
E062,Bapuji Institute of Engineering and Technology Davangere,AI,SCR,140297
E062,Bapuji Institute of Engineering and Technology Davangere,AI,STG,100493
E062,Bapuji Institute of Engineering and Technology Davangere,AI,STR,116082
E062,Bapuji Institute of Engineering and Technology Davangere,BT,2AG,90194
E062,Bapuji Institute of Engineering and Technology Davangere,BT,2BG,89514
E062,Bapuji Institute of Engineering and Technology Davangere,BT,2BR,211558
E062,Bapuji Institute of Engineering and Technology Davangere,BT,3BG,74351
E062,Bapuji Institute of Engineering and Technology Davangere,BT,3BR,101246
E062,Bapuji Institute of Engineering and Technology Davangere,BT,GM,71276
E062,Bapuji Institute of Engineering and Technology Davangere,BT,GMR,74627
E062,Bapuji Institute of Engineering and Technology Davangere,BT,SCG,170540
E062,Bapuji Institute of Engineering and Technology Davangere,BT,STG,154441
E062,Bapuji Institute of Engineering and Technology Davangere,CB,1G,60298
E062,Bapuji Institute of Engineering and Technology Davangere,CB,2AG,91179
E062,Bapuji Institute of Engineering and Technology Davangere,CB,2AK,127495
E062,Bapuji Institute of Engineering and Technology Davangere,CB,2AR,116818
E062,Bapuji Institute of Engineering and Technology Davangere,CB,2BG,66077
E062,Bapuji Institute of Engineering and Technology Davangere,CB,3AG,68332
E062,Bapuji Institute of Engineering and Technology Davangere,CB,3AK,112948
E062,Bapuji Institute of Engineering and Technology Davangere,CB,3BG,71428
E062,Bapuji Institute of Engineering and Technology Davangere,CB,GM,59296
E062,Bapuji Institute of Engineering and Technology Davangere,CB,GMR,64195
E062,Bapuji Institute of Engineering and Technology Davangere,CB,SCG,174120
E062,Bapuji Institute of Engineering and Technology Davangere,CB,SCR,203131
E062,Bapuji Institute of Engineering and Technology Davangere,CB,STG,135183
E062,Bapuji Institute of Engineering and Technology Davangere,CD,1G,69266
E062,Bapuji Institute of Engineering and Technology Davangere,CD,2AG,70944
E062,Bapuji Institute of Engineering and Technology Davangere,CD,2AK,75642
E062,Bapuji Institute of Engineering and Technology Davangere,CD,2AR,93138
E062,Bapuji Institute of Engineering and Technology Davangere,CD,2BG,66947
E062,Bapuji Institute of Engineering and Technology Davangere,CD,3AG,67590
E062,Bapuji Institute of Engineering and Technology Davangere,CD,3BG,63203
E062,Bapuji Institute of Engineering and Technology Davangere,CD,GM,61795
E062,Bapuji Institute of Engineering and Technology Davangere,CD,GMK,74898
E062,Bapuji Institute of Engineering and Technology Davangere,CD,GMR,70329
E062,Bapuji Institute of Engineering and Technology Davangere,CD,SCG,181476
E062,Bapuji Institute of Engineering and Technology Davangere,CD,SCR,191264
E062,Bapuji Institute of Engineering and Technology Davangere,CD,STG,144540
E062,Bapuji Institute of Engineering and Technology Davangere,CE,1G,140245
E062,Bapuji Institute of Engineering and Technology Davangere,CE,2AG,138889
E062,Bapuji Institute of Engineering and Technology Davangere,CE,2BG,127615
E062,Bapuji Institute of Engineering and Technology Davangere,CE,3AG,118502
E062,Bapuji Institute of Engineering and Technology Davangere,CE,3BG,122529
E062,Bapuji Institute of Engineering and Technology Davangere,CE,GM,116680
E062,Bapuji Institute of Engineering and Technology Davangere,CE,GMK,120893
E062,Bapuji Institute of Engineering and Technology Davangere,CE,GMR,136461
E062,Bapuji Institute of Engineering and Technology Davangere,CE,SCG,137487
E062,Bapuji Institute of Engineering and Technology Davangere,CE,STG,138319
E062,Bapuji Institute of Engineering and Technology Davangere,CE,STR,178330
E062,Bapuji Institute of Engineering and Technology Davangere,CH,2AG,89899
E062,Bapuji Institute of Engineering and Technology Davangere,CH,2BR,269331
E062,Bapuji Institute of Engineering and Technology Davangere,CH,3BG,87748
E062,Bapuji Institute of Engineering and Technology Davangere,CH,GM,82389
E062,Bapuji Institute of Engineering and Technology Davangere,CH,GMR,84184
E062,Bapuji Institute of Engineering and Technology Davangere,CH,SCG,199944
E062,Bapuji Institute of Engineering and Technology Davangere,CH,STG,125236
E062,Bapuji Institute of Engineering and Technology Davangere,CH,STR,187807
E062,Bapuji Institute of Engineering and Technology Davangere,CS,1G,37038
E062,Bapuji Institute of Engineering and Technology Davangere,CS,1R,37695
E062,Bapuji Institute of Engineering and Technology Davangere,CS,2AG,33312
E062,Bapuji Institute of Engineering and Technology Davangere,CS,2AK,35455
E062,Bapuji Institute of Engineering and Technology Davangere,CS,2AR,38179
E062,Bapuji Institute of Engineering and Technology Davangere,CS,2BG,36051
E062,Bapuji Institute of Engineering and Technology Davangere,CS,2BR,43847
E062,Bapuji Institute of Engineering and Technology Davangere,CS,3AG,33258
E062,Bapuji Institute of Engineering and Technology Davangere,CS,3AR,36989
E062,Bapuji Institute of Engineering and Technology Davangere,CS,3BG,30991
E062,Bapuji Institute of Engineering and Technology Davangere,CS,3BK,33740
E062,Bapuji Institute of Engineering and Technology Davangere,CS,3BR,33617
E062,Bapuji Institute of Engineering and Technology Davangere,CS,GM,28650
E062,Bapuji Institute of Engineering and Technology Davangere,CS,GMK,31888
E062,Bapuji Institute of Engineering and Technology Davangere,CS,GMR,33402
E062,Bapuji Institute of Engineering and Technology Davangere,CS,SCG,83110
E062,Bapuji Institute of Engineering and Technology Davangere,CS,SCK,87850
E062,Bapuji Institute of Engineering and Technology Davangere,CS,SCR,94648
E062,Bapuji Institute of Engineering and Technology Davangere,CS,STG,68429
E062,Bapuji Institute of Engineering and Technology Davangere,CS,STK,93726
E062,Bapuji Institute of Engineering and Technology Davangere,CS,STR,68516
E062,Bapuji Institute of Engineering and Technology Davangere,DS,1G,46014
E062,Bapuji Institute of Engineering and Technology Davangere,DS,2AG,49187
E062,Bapuji Institute of Engineering and Technology Davangere,DS,2AK,58991
E062,Bapuji Institute of Engineering and Technology Davangere,DS,2AR,53325
E062,Bapuji Institute of Engineering and Technology Davangere,DS,2BG,54066
E062,Bapuji Institute of Engineering and Technology Davangere,DS,3AG,43647
E062,Bapuji Institute of Engineering and Technology Davangere,DS,3BG,42416
E062,Bapuji Institute of Engineering and Technology Davangere,DS,GM,41583
E062,Bapuji Institute of Engineering and Technology Davangere,DS,GMR,47310
E062,Bapuji Institute of Engineering and Technology Davangere,DS,SCG,136333
E062,Bapuji Institute of Engineering and Technology Davangere,DS,SCR,148135
E062,Bapuji Institute of Engineering and Technology Davangere,DS,STG,72123
E062,Bapuji Institute of Engineering and Technology Davangere,EC,1G,49730
E062,Bapuji Institute of Engineering and Technology Davangere,EC,2AG,46798
E062,Bapuji Institute of Engineering and Technology Davangere,EC,2AR,47289
E062,Bapuji Institute of Engineering and Technology Davangere,EC,2BG,45547
E062,Bapuji Institute of Engineering and Technology Davangere,EC,3AG,40393
E062,Bapuji Institute of Engineering and Technology Davangere,EC,3BG,40602
E062,Bapuji Institute of Engineering and Technology Davangere,EC,3BR,50773
E062,Bapuji Institute of Engineering and Technology Davangere,EC,GM,38566
E062,Bapuji Institute of Engineering and Technology Davangere,EC,GMK,38601
E062,Bapuji Institute of Engineering and Technology Davangere,EC,GMR,45173
E062,Bapuji Institute of Engineering and Technology Davangere,EC,SCG,118578
E062,Bapuji Institute of Engineering and Technology Davangere,EC,SCK,135221
E062,Bapuji Institute of Engineering and Technology Davangere,EC,SCR,120116
E062,Bapuji Institute of Engineering and Technology Davangere,EC,STG,96766
E062,Bapuji Institute of Engineering and Technology Davangere,EC,STR,105280
E062,Bapuji Institute of Engineering and Technology Davangere,EE,1G,71944
E062,Bapuji Institute of Engineering and Technology Davangere,EE,2AG,73250
E062,Bapuji Institute of Engineering and Technology Davangere,EE,2AR,78957
E062,Bapuji Institute of Engineering and Technology Davangere,EE,2BG,102678
E062,Bapuji Institute of Engineering and Technology Davangere,EE,3AG,79533
E062,Bapuji Institute of Engineering and Technology Davangere,EE,3BG,67761
E062,Bapuji Institute of Engineering and Technology Davangere,EE,GM,63016
E062,Bapuji Institute of Engineering and Technology Davangere,EE,GMK,64602
E062,Bapuji Institute of Engineering and Technology Davangere,EE,GMR,70627
E062,Bapuji Institute of Engineering and Technology Davangere,EE,SCG,124861
E062,Bapuji Institute of Engineering and Technology Davangere,EE,SCR,138811
E062,Bapuji Institute of Engineering and Technology Davangere,EE,STG,115210
E062,Bapuji Institute of Engineering and Technology Davangere,IE,1G,59174
E062,Bapuji Institute of Engineering and Technology Davangere,IE,1R,72510
E062,Bapuji Institute of Engineering and Technology Davangere,IE,2AG,50781
E062,Bapuji Institute of Engineering and Technology Davangere,IE,2AK,55953
E062,Bapuji Institute of Engineering and Technology Davangere,IE,2AR,55836
E062,Bapuji Institute of Engineering and Technology Davangere,IE,2BG,52043
E062,Bapuji Institute of Engineering and Technology Davangere,IE,2BR,88765
E062,Bapuji Institute of Engineering and Technology Davangere,IE,3AG,49995
E062,Bapuji Institute of Engineering and Technology Davangere,IE,3AR,50551
E062,Bapuji Institute of Engineering and Technology Davangere,IE,3BG,43377
E062,Bapuji Institute of Engineering and Technology Davangere,IE,3BR,46130
E062,Bapuji Institute of Engineering and Technology Davangere,IE,GM,41870
E062,Bapuji Institute of Engineering and Technology Davangere,IE,GMK,46444
E062,Bapuji Institute of Engineering and Technology Davangere,IE,GMR,45981
E062,Bapuji Institute of Engineering and Technology Davangere,IE,SCG,143841
E062,Bapuji Institute of Engineering and Technology Davangere,IE,SCK,160884
E062,Bapuji Institute of Engineering and Technology Davangere,IE,SCR,173422
E062,Bapuji Institute of Engineering and Technology Davangere,IE,STG,114831
E062,Bapuji Institute of Engineering and Technology Davangere,IE,STK,194065
E062,Bapuji Institute of Engineering and Technology Davangere,IE,STR,114914
E062,Bapuji Institute of Engineering and Technology Davangere,ME,1G,157844
E062,Bapuji Institute of Engineering and Technology Davangere,ME,2AG,162963
E062,Bapuji Institute of Engineering and Technology Davangere,ME,2AR,165596
E062,Bapuji Institute of Engineering and Technology Davangere,ME,2BG,170420
E062,Bapuji Institute of Engineering and Technology Davangere,ME,3AG,145237
E062,Bapuji Institute of Engineering and Technology Davangere,ME,3BG,149078
E062,Bapuji Institute of Engineering and Technology Davangere,ME,GM,140181
E062,Bapuji Institute of Engineering and Technology Davangere,ME,GMK,149032
E062,Bapuji Institute of Engineering and Technology Davangere,ME,GMR,151179
E062,Bapuji Institute of Engineering and Technology Davangere,ME,SCG,221045
E062,Bapuji Institute of Engineering and Technology Davangere,ME,SCK,272329
E062,Bapuji Institute of Engineering and Technology Davangere,ME,SCR,226266
E062,Bapuji Institute of Engineering and Technology Davangere,ME,STG,203481
E062,Bapuji Institute of Engineering and Technology Davangere,TX,1G,202767
E062,Bapuji Institute of Engineering and Technology Davangere,TX,2AG,158607
E062,Bapuji Institute of Engineering and Technology Davangere,TX,2AR,197710
E062,Bapuji Institute of Engineering and Technology Davangere,TX,GM,152599
E062,Bapuji Institute of Engineering and Technology Davangere,TX,GMR,165882
E062,Bapuji Institute of Engineering and Technology Davangere,TX,SCG,240214
E062,Bapuji Institute of Engineering and Technology Davangere,TX,STG,220204
E063,SJM Institute of Techonology Chitradurga,CE,1G,235865
E063,SJM Institute of Techonology Chitradurga,CE,2AG,200497
E063,SJM Institute of Techonology Chitradurga,CE,2AR,201973
E063,SJM Institute of Techonology Chitradurga,CE,2BG,178128
E063,SJM Institute of Techonology Chitradurga,CE,3AG,194968
E063,SJM Institute of Techonology Chitradurga,CE,3BG,201972
E063,SJM Institute of Techonology Chitradurga,CE,GM,164895
E063,SJM Institute of Techonology Chitradurga,CE,GMR,199115
E063,SJM Institute of Techonology Chitradurga,CE,SCG,226696
E063,SJM Institute of Techonology Chitradurga,CE,SCR,247698
E063,SJM Institute of Techonology Chitradurga,CE,STG,223218
E063,SJM Institute of Techonology Chitradurga,CS,1G,88079
E063,SJM Institute of Techonology Chitradurga,CS,2AG,97814
E063,SJM Institute of Techonology Chitradurga,CS,2AK,108077
E063,SJM Institute of Techonology Chitradurga,CS,2AR,102738
E063,SJM Institute of Techonology Chitradurga,CS,2BG,92082
E063,SJM Institute of Techonology Chitradurga,CS,3AG,83451
E063,SJM Institute of Techonology Chitradurga,CS,3BG,79828
E063,SJM Institute of Techonology Chitradurga,CS,3BR,88642
E063,SJM Institute of Techonology Chitradurga,CS,GM,76290
E063,SJM Institute of Techonology Chitradurga,CS,GMK,76373
E063,SJM Institute of Techonology Chitradurga,CS,GMR,87730
E063,SJM Institute of Techonology Chitradurga,CS,SCG,129306
E063,SJM Institute of Techonology Chitradurga,CS,SCK,142957
E063,SJM Institute of Techonology Chitradurga,CS,SCR,142381
E063,SJM Institute of Techonology Chitradurga,CS,STG,112797
E063,SJM Institute of Techonology Chitradurga,CS,STR,129262
E063,SJM Institute of Techonology Chitradurga,EC,1G,112993
E063,SJM Institute of Techonology Chitradurga,EC,1R,117952
E063,SJM Institute of Techonology Chitradurga,EC,2AG,120081
E063,SJM Institute of Techonology Chitradurga,EC,2AR,120271
E063,SJM Institute of Techonology Chitradurga,EC,2BG,101531
E063,SJM Institute of Techonology Chitradurga,EC,3AG,100868
E063,SJM Institute of Techonology Chitradurga,EC,3BG,102136
E063,SJM Institute of Techonology Chitradurga,EC,GM,99077
E063,SJM Institute of Techonology Chitradurga,EC,GMK,99838
E063,SJM Institute of Techonology Chitradurga,EC,GMR,105931
E063,SJM Institute of Techonology Chitradurga,EC,SCG,168154
E063,SJM Institute of Techonology Chitradurga,EC,SCR,174052
E063,SJM Institute of Techonology Chitradurga,EC,STG,140449
E063,SJM Institute of Techonology Chitradurga,EC,STK,225549
E063,SJM Institute of Techonology Chitradurga,EE,1G,132825
E063,SJM Institute of Techonology Chitradurga,EE,2AG,136812
E063,SJM Institute of Techonology Chitradurga,EE,2BR,183896
E063,SJM Institute of Techonology Chitradurga,EE,3AR,135670
E063,SJM Institute of Techonology Chitradurga,EE,3BG,125580
E063,SJM Institute of Techonology Chitradurga,EE,GM,114149
E063,SJM Institute of Techonology Chitradurga,EE,GMK,122325
E063,SJM Institute of Techonology Chitradurga,EE,GMR,119403
E063,SJM Institute of Techonology Chitradurga,EE,SCG,172813
E063,SJM Institute of Techonology Chitradurga,EE,STG,161074
E063,SJM Institute of Techonology Chitradurga,ME,2AG,157866
E063,SJM Institute of Techonology Chitradurga,ME,2BG,237556
E063,SJM Institute of Techonology Chitradurga,ME,2BR,260182
E063,SJM Institute of Techonology Chitradurga,ME,3AG,153626
E063,SJM Institute of Techonology Chitradurga,ME,3AK,203527
E063,SJM Institute of Techonology Chitradurga,ME,GM,150689
E063,SJM Institute of Techonology Chitradurga,ME,GMR,163049
E063,SJM Institute of Techonology Chitradurga,ME,SCG,239059
E063,SJM Institute of Techonology Chitradurga,ME,STG,176498
E064,Adhichunchanagiri Institute of Technology Chickmagalur,AI,1G,62243
E064,Adhichunchanagiri Institute of Technology Chickmagalur,AI,2AG,60492
E064,Adhichunchanagiri Institute of Technology Chickmagalur,AI,2BG,55412
E064,Adhichunchanagiri Institute of Technology Chickmagalur,AI,2BR,106183
E064,Adhichunchanagiri Institute of Technology Chickmagalur,AI,3AG,56486
E064,Adhichunchanagiri Institute of Technology Chickmagalur,AI,3BG,51242
E064,Adhichunchanagiri Institute of Technology Chickmagalur,AI,GM,50381
E064,Adhichunchanagiri Institute of Technology Chickmagalur,AI,GMR,53286
E064,Adhichunchanagiri Institute of Technology Chickmagalur,AI,SCG,118764
E064,Adhichunchanagiri Institute of Technology Chickmagalur,AI,SCR,144907
E064,Adhichunchanagiri Institute of Technology Chickmagalur,AI,STG,161597
E064,Adhichunchanagiri Institute of Technology Chickmagalur,AI,STK,272607
E064,Adhichunchanagiri Institute of Technology Chickmagalur,CE,1G,185170
E064,Adhichunchanagiri Institute of Technology Chickmagalur,CE,2AG,179429
E064,Adhichunchanagiri Institute of Technology Chickmagalur,CE,2BG,180374
E064,Adhichunchanagiri Institute of Technology Chickmagalur,CE,3AG,147563
E064,Adhichunchanagiri Institute of Technology Chickmagalur,CE,3AR,242112
E064,Adhichunchanagiri Institute of Technology Chickmagalur,CE,3BG,139889
E064,Adhichunchanagiri Institute of Technology Chickmagalur,CE,GM,138020
E064,Adhichunchanagiri Institute of Technology Chickmagalur,CE,GMK,190724
E064,Adhichunchanagiri Institute of Technology Chickmagalur,CE,GMR,179352
E064,Adhichunchanagiri Institute of Technology Chickmagalur,CE,SCG,224762
E064,Adhichunchanagiri Institute of Technology Chickmagalur,CE,SCK,231798
E064,Adhichunchanagiri Institute of Technology Chickmagalur,CE,STG,186089
E064,Adhichunchanagiri Institute of Technology Chickmagalur,CS,1G,51824
E064,Adhichunchanagiri Institute of Technology Chickmagalur,CS,2AG,48914
E064,Adhichunchanagiri Institute of Technology Chickmagalur,CS,2AR,56011
E064,Adhichunchanagiri Institute of Technology Chickmagalur,CS,2BG,53288
E064,Adhichunchanagiri Institute of Technology Chickmagalur,CS,3AG,43707
E064,Adhichunchanagiri Institute of Technology Chickmagalur,CS,3BG,45490
E064,Adhichunchanagiri Institute of Technology Chickmagalur,CS,3BR,47956
E064,Adhichunchanagiri Institute of Technology Chickmagalur,CS,GM,42555
E064,Adhichunchanagiri Institute of Technology Chickmagalur,CS,GMK,50242
E064,Adhichunchanagiri Institute of Technology Chickmagalur,CS,GMR,46977
E064,Adhichunchanagiri Institute of Technology Chickmagalur,CS,SCG,102504
E064,Adhichunchanagiri Institute of Technology Chickmagalur,CS,SCK,116512
E064,Adhichunchanagiri Institute of Technology Chickmagalur,CS,SCR,144826
E064,Adhichunchanagiri Institute of Technology Chickmagalur,CS,STG,108129
E064,Adhichunchanagiri Institute of Technology Chickmagalur,CS,STR,131197
E064,Adhichunchanagiri Institute of Technology Chickmagalur,DS,1K,119120
E064,Adhichunchanagiri Institute of Technology Chickmagalur,DS,2AG,72728
E064,Adhichunchanagiri Institute of Technology Chickmagalur,DS,2AR,84039
E064,Adhichunchanagiri Institute of Technology Chickmagalur,DS,2BG,71756
E064,Adhichunchanagiri Institute of Technology Chickmagalur,DS,3AG,64847
E064,Adhichunchanagiri Institute of Technology Chickmagalur,DS,3BG,70934
E064,Adhichunchanagiri Institute of Technology Chickmagalur,DS,GM,61447
E064,Adhichunchanagiri Institute of Technology Chickmagalur,DS,GMR,68436
E064,Adhichunchanagiri Institute of Technology Chickmagalur,DS,SCG,167001
E064,Adhichunchanagiri Institute of Technology Chickmagalur,DS,SCR,169658
E064,Adhichunchanagiri Institute of Technology Chickmagalur,DS,STG,150048
E064,Adhichunchanagiri Institute of Technology Chickmagalur,EC,1G,87291
E064,Adhichunchanagiri Institute of Technology Chickmagalur,EC,2AG,88185
E064,Adhichunchanagiri Institute of Technology Chickmagalur,EC,2AK,95921
E064,Adhichunchanagiri Institute of Technology Chickmagalur,EC,2AR,97093
E064,Adhichunchanagiri Institute of Technology Chickmagalur,EC,2BG,84453
E064,Adhichunchanagiri Institute of Technology Chickmagalur,EC,3AG,67015
E064,Adhichunchanagiri Institute of Technology Chickmagalur,EC,3BG,65745
E064,Adhichunchanagiri Institute of Technology Chickmagalur,EC,3BR,78147
E064,Adhichunchanagiri Institute of Technology Chickmagalur,EC,GM,65726
E064,Adhichunchanagiri Institute of Technology Chickmagalur,EC,GMK,85638
E064,Adhichunchanagiri Institute of Technology Chickmagalur,EC,GMR,72991
E064,Adhichunchanagiri Institute of Technology Chickmagalur,EC,SCG,194835
E064,Adhichunchanagiri Institute of Technology Chickmagalur,EC,SCR,194960
E064,Adhichunchanagiri Institute of Technology Chickmagalur,EC,STG,195047
E064,Adhichunchanagiri Institute of Technology Chickmagalur,EC,STR,195597
E064,Adhichunchanagiri Institute of Technology Chickmagalur,EE,1G,140096
E064,Adhichunchanagiri Institute of Technology Chickmagalur,EE,2AG,112889
E064,Adhichunchanagiri Institute of Technology Chickmagalur,EE,2AK,151052
E064,Adhichunchanagiri Institute of Technology Chickmagalur,EE,2AR,135615
E064,Adhichunchanagiri Institute of Technology Chickmagalur,EE,2BG,111297
E064,Adhichunchanagiri Institute of Technology Chickmagalur,EE,3AG,99709
E064,Adhichunchanagiri Institute of Technology Chickmagalur,EE,3BG,102240
E064,Adhichunchanagiri Institute of Technology Chickmagalur,EE,GM,95841
E064,Adhichunchanagiri Institute of Technology Chickmagalur,EE,GMK,102495
E064,Adhichunchanagiri Institute of Technology Chickmagalur,EE,GMR,97735
E064,Adhichunchanagiri Institute of Technology Chickmagalur,EE,SCG,209454
E064,Adhichunchanagiri Institute of Technology Chickmagalur,EE,SCR,217115
E064,Adhichunchanagiri Institute of Technology Chickmagalur,EE,STG,170441
E064,Adhichunchanagiri Institute of Technology Chickmagalur,IE,1G,66292
E064,Adhichunchanagiri Institute of Technology Chickmagalur,IE,2AG,60327
E064,Adhichunchanagiri Institute of Technology Chickmagalur,IE,2BG,62333
E064,Adhichunchanagiri Institute of Technology Chickmagalur,IE,3AG,54877
E064,Adhichunchanagiri Institute of Technology Chickmagalur,IE,3AR,55293
E064,Adhichunchanagiri Institute of Technology Chickmagalur,IE,3BG,55443
E064,Adhichunchanagiri Institute of Technology Chickmagalur,IE,3BK,69156
E064,Adhichunchanagiri Institute of Technology Chickmagalur,IE,GM,54710
E064,Adhichunchanagiri Institute of Technology Chickmagalur,IE,GMR,54806
E064,Adhichunchanagiri Institute of Technology Chickmagalur,IE,SCG,158322
E064,Adhichunchanagiri Institute of Technology Chickmagalur,IE,STG,146868
E064,Adhichunchanagiri Institute of Technology Chickmagalur,IE,STR,221376
E064,Adhichunchanagiri Institute of Technology Chickmagalur,ME,1G,173178
E064,Adhichunchanagiri Institute of Technology Chickmagalur,ME,2AG,172606
E064,Adhichunchanagiri Institute of Technology Chickmagalur,ME,2AR,252005
E064,Adhichunchanagiri Institute of Technology Chickmagalur,ME,3AG,160879
E064,Adhichunchanagiri Institute of Technology Chickmagalur,ME,3BG,156179
E064,Adhichunchanagiri Institute of Technology Chickmagalur,ME,GM,154292
E064,Adhichunchanagiri Institute of Technology Chickmagalur,ME,GMK,195297
E064,Adhichunchanagiri Institute of Technology Chickmagalur,ME,GMR,217016
E064,Adhichunchanagiri Institute of Technology Chickmagalur,ME,SCG,243261
E064,Adhichunchanagiri Institute of Technology Chickmagalur,ME,SCR,253014
E064,Adhichunchanagiri Institute of Technology Chickmagalur,RI,1R,157851
E064,Adhichunchanagiri Institute of Technology Chickmagalur,RI,2AG,98930
E064,Adhichunchanagiri Institute of Technology Chickmagalur,RI,GM,72610
E064,Adhichunchanagiri Institute of Technology Chickmagalur,RI,GMR,75949
E064,Adhichunchanagiri Institute of Technology Chickmagalur,RI,SCG,189896
E064,Adhichunchanagiri Institute of Technology Chickmagalur,RI,STG,151881
E065,Jawaharlal Nehru National College of Engineering Shimoga,AI,1G,46035
E065,Jawaharlal Nehru National College of Engineering Shimoga,AI,2AG,40534
E065,Jawaharlal Nehru National College of Engineering Shimoga,AI,2BR,55849
E065,Jawaharlal Nehru National College of Engineering Shimoga,AI,3AG,31780
E065,Jawaharlal Nehru National College of Engineering Shimoga,AI,3AK,56865
E065,Jawaharlal Nehru National College of Engineering Shimoga,AI,3BG,35804
E065,Jawaharlal Nehru National College of Engineering Shimoga,AI,GM,31560
E065,Jawaharlal Nehru National College of Engineering Shimoga,AI,GMR,37116
E065,Jawaharlal Nehru National College of Engineering Shimoga,AI,SCG,78638
E065,Jawaharlal Nehru National College of Engineering Shimoga,AI,SCR,94574
E065,Jawaharlal Nehru National College of Engineering Shimoga,AI,STG,70755
E065,Jawaharlal Nehru National College of Engineering Shimoga,CE,1G,166856
E065,Jawaharlal Nehru National College of Engineering Shimoga,CE,2AG,195917
E065,Jawaharlal Nehru National College of Engineering Shimoga,CE,2AR,202695
E065,Jawaharlal Nehru National College of Engineering Shimoga,CE,2BG,166859
E065,Jawaharlal Nehru National College of Engineering Shimoga,CE,3AG,171699
E065,Jawaharlal Nehru National College of Engineering Shimoga,CE,3BG,157131
E065,Jawaharlal Nehru National College of Engineering Shimoga,CE,GM,152347
