Unnamed: 0,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CT Const. Tech.Mgmt.,--,--,--,13641,--,--,4732,--,--,--,--,--,10833,--,--,99359,10790,11832,16582,--,--,22207,--,223974
EC Electronics,12501,--,--,10939,--,13175,--,--,--,--,--,--,8438,--,12473,6342,14699,10604,43522,--,--,33204,--,--
IE Info.Science,11700,--,--,8543,--,8828,13148,--,--,5007,--,--,5034,--,--,4734,--,8009,34519,40097,44224,30424,--,47042
ME Mechanical,65808,--,11281,50330,--,--,71218,--,--,--,--,--,44465,--,--,44447,66659,63118,15084,--,--,10712,--,--
"CA CS (AI, MachineLearning)",37112,--,--,31538,--,36242,31557,21647,--,28695,--,--,29083,--,--,28156,--,28940,75651,--,91333,69778,--,--
CB Comp. Sc. andBus Sys.,61240,--,10927,42712,58180,--,63297,--,--,39297,--,--,45222,--,--,38933,42594,50661,99447,--,--,10858,--,134553
CE Civil,--,--,17192,139877,--,--,--,--,--,--,--,--,--,--,--,11406,13366,--,14535,--,--,19411,--,--
CS Computers,34764,--,--,31385,40877,34633,30323,--,64318,25811,--,28128,28101,--,28943,25467,28680,27821,72391,87049,78599,73239,89937,81613
DS Comp. Sc. Engg-Data Sc.,39237,--,--,34425,--,44860,43476,--,--,32509,--,--,32099,--,--,31922,39800,32727,10070,--,10600,80830,--,--
EC Electronics,38689,--,--,39343,--,45774,44605,--,--,34581,--,--,35762,--,36686,34483,41405,35129,94151,14058,11311,10477,--,113753
EE Electrical,--,--,--,51006,--,--,--,--,--,--,--,--,--,--,--,42442,--,53478,12613,--,--,11514,--,--
IE Info.Science,35716,--,--,32955,--,35254,37553,--,--,28879,--,--,28382,42407,--,28161,--,28941,85327,--,85512,89227,--,--
AI ArtificialIntelligence,59537,--,--,65215,--,--,--,--,--,--,--,--,57948,--,71731,37220,52492,67117,62544,--,--,93412,--,--
CD Computer Sc.and Design,84944,--,--,84422,--,--,--,--,--,--,--,--,76239,--,--,63551,76955,82021,10953,--,--,--,--,--
CE Civil,--,--,--,156792,--,77264,--,--,--,--,--,--,14829,--,--,10970,--,16033,16372,--,--,15665,--,--
CR Ceramics,--,--,--,201909,--,--,--,--,--,--,--,--,--,--,--,92949,--,--,21407,26228,--,--,--,--
CS Computers,41805,--,--,46409,--,48317,34159,--,--,48483,--,--,40491,--,--,31369,43711,38605,67614,--,88165,72086,--,106986
EC Electronics,--,--,--,88882,--,--,82186,--,--,--,--,--,68778,--,--,62669,--,64395,13651,--,14707,10822,14261,144627
EE Electrical,--,--,--,--,98236,--,82661,--,--,--,--,--,--,--,--,76733,--,--,--,--,--,--,--,--
EI Elec. Inst.Engg,8577,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10977,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,61366,--,--,--,--,70000,--,--,--,--,--,--,55483,--,--,69388,--,--,74581,--,--
IP Ind.Prodn.,--,--,--,--,--,--,--,--,--,87539,--,--,--,--,--,13571,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,33965,--,--,--,--,--,98346,--,--,20140,--,--,--,--,--
AE Aeronaut.Engg,36920,--,--,46265,--,60271,55086,--,--,34625,--,--,39788,75517,--,33664,--,40271,64420,--,11867,73675,--,--
AI ArtificialIntelligence,--,--,33527,22791,34677,--,28762,--,--,18194,--,--,19263,--,--,16951,17954,20709,35474,--,--,32362,--,--
CB Comp. Sc. andBus Sys.,23455,--,--,26429,--,29846,33094,--,--,24806,--,--,25507,--,--,21105,29848,24084,81420,--,11234,79675,--,--
CE Civil,--,--,--,123565,--,--,--,--,30416,--,--,--,--,--,--,97994,--,12032,13945,--,--,15145,--,--
CS Computers,18019,--,--,20286,21309,21995,24020,--,--,16325,--,--,15825,--,17578,15393,17392,16708,53091,59586,59780,48632,--,52294
EC Electronics,27634,--,--,25728,--,--,37618,--,--,23574,--,23620,23448,--,--,22431,26992,23447,64721,12907,81290,79469,--,--
IE Info.Science,22874,--,--,24349,--,27732,29717,--,--,19703,--,--,19737,--,22800,19473,26452,20780,68748,--,68956,60801,67422,81259
CE Civil,85028,--,--,79604,--,09411,12769,24312,--,79770,--,--,75406,--,--,70037,--,83356,85140,--,11151,78112,--,--
CS Computers,23629,--,36774,24344,24980,26370,24936,--,--,25431,--,36046,23608,--,--,21329,22678,23171,46350,46555,49500,39136,--,43373
EC Electronics,41590,--,--,36900,--,39226,59106,--,70159,38497,--,--,33090,--,38469,29815,35673,32867,75553,--,91067,61514,11504,62368
EE Electrical,67347,--,--,56902,--,60607,72755,--,--,61449,--,--,52351,59662,--,46752,--,51921,89296,--,92291,79920,--,--
EI Elec. Inst.Engg,77355,--,11028,88338,14982,--,74264,--,--,76659,--,--,69267,--,--,65465,82319,79930,15285,--,--,11350,--,114773
ME Mechanical,1602,--,--,122672,--,35859,17898,--,--,17698,--,--,12410,--,--,10546,10837,10946,13816,16048,16032,16905,--,--
RI Robotics and AI,94893,--,--,58629,--,76496,75268,--,--,53849,--,--,49146,--,--,46930,53611,66744,10207,--,11565,96228,--,--
AI ArtificialIntelligence,60737,77123,75091,50563,54113,56429,60399,--,--,45602,--,46050,42243,--,45968,40302,42137,45771,12371,13569,14029,10049,--,116082
BT Bio Technology,--,--,--,90194,--,--,89514,--,211558,--,--,--,74351,--,10124,71276,--,74627,17054,--,--,15444,--,--
CB Comp. Sc. andBus Sys.,60298,--,--,91179,27495,16818,66077,--,--,68332,12948,--,71428,--,--,59296,--,64195,17412,--,20313,13518,--,--
CD Computer Sc.and Design,69266,--,--,70944,75642,93138,66947,--,--,67590,--,--,63203,--,--,61795,74898,70329,18147,--,19126,14454,--,--
CE Civil,4024,--,--,138889,--,--,27615,--,--,18502,--,--,22529,--,--,11668,12089,13646,13748,--,--,13831,--,178330
CH Chemical,--,--,--,89899,--,--,--,--,269331,--,--,--,87748,--,--,82389,--,84184,19994,--,--,12523,--,187807
CS Computers,37038,--,37695,33312,35455,38179,36051,--,43847,33258,--,36989,30991,33740,33617,28650,31888,33402,83110,87850,94648,68429,93726,68516
DS Comp. Sc. Engg-Data Sc.,46014,--,--,49187,58991,53325,54066,--,--,43647,--,--,42416,--,--,41583,--,47310,13633,--,14813,72123,--,--
EC Electronics,49730,--,--,46798,--,47289,45547,--,--,40393,--,--,40602,--,50773,38566,38601,45173,11857,13522,12011,96766,--,105280
EE Electrical,71944,--,--,73250,--,78957,02678,--,--,79533,--,--,67761,--,--,63016,64602,70627,12486,--,13881,11521,--,--
IE Info.Science,59174,--,72510,50781,55953,55836,52043,--,88765,49995,--,50551,43377,--,46130,41870,46444,45981,14384,16088,17342,11483,19406,114914
ME Mechanical,5784,--,--,162963,--,65596,70420,--,--,45237,--,--,49078,--,--,14018,14903,15117,22104,27232,22626,20348,--,--
TX Textiles,0276,--,--,158607,--,97710,--,--,--,--,--,--,--,--,--,15259,--,16588,24021,--,--,22020,--,--
CE Civil,3586,--,--,200497,--,01973,78128,--,--,94968,--,--,01972,--,--,16489,--,19911,22669,--,24769,22321,--,--
CS Computers,88079,--,--,97814,08077,02738,92082,--,--,83451,--,--,79828,--,88642,76290,76373,87730,12930,14295,14238,11279,--,129262
EC Electronics,1299,--,11795,120081,--,20271,01531,--,--,00868,--,--,02136,--,--,99077,99838,10593,16815,--,17405,14044,22554,--
EE Electrical,3282,--,--,136812,--,--,--,--,183896,--,--,35670,25580,--,--,11414,12232,11940,17281,--,--,16107,--,--
ME Mechanical,--,--,--,157866,--,--,37556,--,260182,53626,03527,--,--,--,--,15068,--,16304,23905,--,--,17649,--,--
AI ArtificialIntelligence,62243,--,--,60492,--,--,55412,--,106183,56486,--,--,51242,--,--,50381,--,53286,11876,--,14490,16159,27260,--
CE Civil,8517,--,--,179429,--,--,80374,--,--,47563,--,42112,39889,--,--,13802,19072,17935,22476,23179,--,18608,--,--
CS Computers,51824,--,--,48914,--,56011,53288,--,--,43707,--,--,45490,--,47956,42555,50242,46977,10250,11651,14482,10812,--,131197
DS Comp. Sc. Engg-Data Sc.,--,11912,--,72728,--,84039,71756,--,--,64847,--,--,70934,--,--,61447,--,68436,16700,--,16965,15004,--,--
EC Electronics,87291,--,--,88185,95921,97093,84453,--,--,67015,--,--,65745,--,78147,65726,85638,72991,19483,--,19496,19504,--,195597
EE Electrical,4009,--,--,112889,51052,35615,11297,--,--,99709,--,--,02240,--,--,95841,10249,97735,20945,--,21711,17044,--,--
IE Info.Science,66292,--,--,60327,--,--,62333,--,--,54877,--,55293,55443,69156,--,54710,--,54806,15832,--,--,14686,--,221376
ME Mechanical,7317,--,--,172606,--,52005,--,--,--,60879,--,--,56179,--,--,15429,19529,21701,24326,--,25301,--,--,--
RI Robotics and AI,--,--,15785,98930,--,--,--,--,--,--,--,--,--,--,--,72610,--,75949,18989,--,--,15188,--,--
AI ArtificialIntelligence,46035,--,--,40534,--,--,--,--,55849,31780,56865,--,35804,--,--,31560,--,37116,78638,--,94574,70755,--,--
CE Civil,6685,--,--,195917,--,02695,66859,--,--,71699,--,--,57131,--,--,15234,19840,16852,19062,--,19138,21258,21664,215996
CS Computers,31646,--,--,31088,40969,40939,31191,--,--,28504,--,--,26326,--,36178,25267,30725,36151,81475,10130,97859,56027,--,59749
DS Comp. Sc. Engg-Data Sc.,55440,11988,--,45669,--,59853,45133,--,--,--,--,--,41451,--,--,39134,--,48030,12102,--,12332,97610,--,--
EC Electronics,46353,--,--,51626,--,56489,48213,--,--,48600,--,--,44387,--,48793,43835,47694,45853,12540,16849,16263,14603,--,150609
EE Electrical,86169,--,--,81407,--,--,85601,8564,--,78250,--,12877,73847,--,--,72620,98482,81685,13404,--,--,16474,--,--
ET Elec.Telecommn. Engg.,0483,--,13773,97905,--,--,78266,--,--,85801,--,18679,84578,--,--,77425,93350,84355,17347,--,--,18123,--,--
IE Info.Science,44721,--,--,43616,56652,48980,39330,--,--,39099,--,--,41046,--,47065,36949,41475,40401,12183,12709,14186,98791,--,106086
ME Mechanical,8763,--,23072,124090,--,--,33010,--,--,42363,--,--,29156,7382,--,12271,12496,14437,17610,--,24111,21645,--,--
RI Robotics and AI,81312,--,--,71899,--,05513,74681,--,--,70228,--,--,67563,--,--,62238,74206,73236,92701,--,12654,15368,--,--
CE Civil,1411,13799,--,130495,--,36401,22510,--,--,23932,--,--,13130,--,--,11128,--,11925,13075,--,14779,12322,--,--
CS Computers,39048,--,--,47280,49876,47291,43654,--,--,40649,--,42586,39947,--,41463,36388,38013,38536,79459,83992,84466,50428,--,80866
EC Electronics,79866,--,11507,71053,71212,72727,59925,--,77763,91061,--,--,58377,--,--,54220,56545,67902,13502,13896,13903,10435,--,125240
EE Electrical,79943,--,11377,96584,--,01635,90715,--,--,12143,--,--,80655,--,--,78883,86433,82098,13716,--,--,11908,--,--
EI Elec. Inst.Engg,3678,--,--,124591,--,33262,24886,--,--,21592,--,--,19333,--,--,11757,14021,11993,21903,--,23504,19027,--,--
ME Mechanical,5933,--,--,145043,--,46858,56990,--,--,48825,--,--,39417,--,--,13734,13996,14010,17206,--,18963,17299,19643,--
RI Robotics and AI,95947,--,--,100273,--,--,87656,--,--,89962,--,--,00842,22117,--,86472,--,10604,15515,--,20408,11784,--,140578
AI ArtificialIntelligence,--,--,--,104017,--,12003,--,--,--,01238,05963,--,95235,--,--,90302,--,93543,18880,--,19277,21087,--,--
CE Civil,--,--,--,206199,--,--,--,--,--,--,--,--,--,--,--,17765,--,18054,21857,--,--,24874,--,--
CS Computers,87196,--,--,88354,--,--,03100,--,36850,87035,--,96997,88620,--,--,86891,88326,90014,17560,--,--,13565,--,--
EC Electronics,1421,--,--,110547,20545,21437,22285,--,--,99459,--,--,03212,--,--,95702,--,10244,19526,--,20250,19504,--,--
IE Info.Science,2813,--,--,117294,--,--,14924,--,--,09233,--,--,08692,--,1534,10836,--,10920,19768,22440,--,21963,--,221329
ME Mechanical,--,--,--,203176,--,--,--,--,--,--,--,--,--,--,--,17736,21441,18134,25102,--,--,--,--,--
"CA CS (AI, MachineLearning)",28224,--,32061,28044,--,33634,26835,--,--,20261,32705,--,20666,--,--,19957,30572,23724,66949,--,85904,67881,93668,77196
CE Civil,2099,--,--,118199,--,--,17624,61660,--,95534,--,20583,12035,--,--,95132,11722,11114,14008,--,--,16682,--,213859
CS Computers,24850,--,28855,22755,28346,27516,25017,--,33610,16984,--,20064,17743,24894,20294,16185,22881,19196,58338,81338,69472,56340,82902,66195
EC Electronics,32388,--,--,29518,30309,33963,36968,--,--,23279,--,--,24334,--,27150,22946,29446,26411,73761,--,82108,77064,--,98410
EE Electrical,38303,91440,--,39571,--,--,37676,--,90045,33934,--,--,34019,--,--,32753,45927,33186,82176,--,96402,85179,--,--
IE Info.Science,28514,--,--,27117,--,29249,36312,--,--,20330,--,--,20299,--,23932,19847,28587,21803,72441,87581,78182,71080,--,82581
ME Mechanical,86588,21354,12612,95930,49136,37235,12528,--,--,71100,--,--,76371,--,--,68399,12803,97762,15732,21789,18069,15394,--,192315
AI ArtificialIntelligence,80148,--,--,62633,--,63481,62344,--,--,69274,--,--,62299,--,--,51598,--,62389,10914,--,12814,74707,16158,--
CE Civil,--,--,--,187975,--,--,--,--,--,--,--,--,--,--,--,14919,--,--,17350,--,--,--,--,--
CF CS(ArtificialIntel.),--,--,10819,59788,--,--,68001,--,--,--,--,--,57901,--,--,44863,80594,62889,94470,--,--,62209,--,--
CS Computers,42622,--,--,40490,52588,44402,--,--,--,37223,--,--,37520,--,--,29703,--,39160,60512,--,13755,55704,--,72002
DS Comp. Sc. Engg-Data Sc.,88282,--,--,65533,--,--,70157,--,--,--,--,97154,--,--,--,55851,76737,73127,14882,--,--,13335,--,--
EC Electronics,92926,--,--,76043,--,76314,60982,--,--,74735,--,--,71679,--,--,57920,--,69425,15305,15870,17633,78337,--,--
EE Electrical,1990,--,--,113404,--,--,--,--,--,--,--,--,91666,24987,3252,89135,--,12210,15552,--,--,12738,--,--
ME Mechanical,--,--,--,192765,--,--,--,--,--,10666,--,--,78418,--,--,15868,17928,21057,25368,--,--,22415,--,--
"CA CS (AI, MachineLearning)",--,--,--,100028,--,--,--,--,--,--,--,--,--,03981,--,89955,--,--,17444,--,--,14661,--,266806
CE Civil,--,--,--,--,--,--,--,--,--,09666,--,--,--,--,--,72446,--,--,16734,--,--,--,--,--
CS Computers,--,--,--,84702,--,00101,86210,--,--,--,--,--,68506,--,--,61341,72831,74814,13026,--,--,12192,--,--
EC Electronics,2236,--,--,114575,--,--,--,--,--,--,--,--,--,--,--,10117,--,10622,15990,--,25421,--,--,--
EE Electrical,--,--,--,145876,--,--,62017,--,--,--,--,--,--,--,--,13336,--,14327,18577,--,--,--,--,--
ME Mechanical,--,--,--,240370,--,--,--,--,--,--,--,--,19241,--,--,19430,--,21152,25193,--,--,--,--,--
CE Civil,6059,--,--,168356,--,174271,64750,--,--,46573,71707,--,45989,--,17819,14085,14405,15802,18540,--,19706,17198,--,--
CS Computers,33060,--,--,38039,--,--,44897,--,55908,37357,--,38639,33951,--,--,32700,34734,36031,77095,81317,--,10106,--,--
EC Electronics,58069,--,--,63339,--,75223,80739,--,--,54575,--,--,53550,--,58124,50477,52325,57987,11338,13362,13129,11333,--,--
EE Electrical,1625,--,--,89589,95480,95380,89052,--,--,82205,--,--,92800,--,--,78299,84277,92463,15819,--,17325,14461,--,209583
IE Info.Science,56834,--,61979,50800,70635,--,47391,--,--,--,--,52455,48120,--,--,46822,--,49634,11880,--,--,11295,--,138585
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,80186,44522,32884,--,--,31813,--,--,32485,--,--,30726,--,--,30566,--,31382,84295,--,85319,85344,--,--
BT Bio Technology,89743,--,--,61337,--,--,72566,--,--,57724,--,64448,54685,--,--,51414,12190,61695,11630,--,--,12424,--,--
CE Civil,7930,--,--,147475,--,156512,--,--,--,36974,--,--,45402,5545,15745,13551,--,14977,17999,--,21128,19593,--,--
CS Computers,36198,--,--,34047,35713,37451,42974,--,--,31528,--,--,30971,--,32712,30328,32693,31937,90625,11180,10452,88445,--,89894
EC Electronics,50714,--,--,47570,--,50583,45411,--,--,44072,--,--,45886,--,--,43951,44939,46287,12702,--,14329,14302,16764,154493
EE Electrical,84222,--,--,83903,--,86324,80496,--,65920,78458,--,--,78982,--,--,73365,10498,74918,15898,--,--,15804,--,201357
IE Info.Science,44633,--,--,38759,43322,44705,48774,--,--,37260,--,--,36315,--,--,36224,39733,37128,11122,15674,11880,99918,--,167362
ME Mechanical,4097,--,--,137833,--,--,63338,--,--,--,--,--,31546,--,14133,12419,--,14023,20657,25935,21038,26325,--,--
MT Mechatronics,--,--,--,119598,--,157414,--,--,--,18993,--,--,23944,--,--,10760,17477,15166,22333,--,--,23842,--,--
AE Aeronaut.Engg,45876,--,--,50636,--,69689,52641,--,--,--,--,--,51179,--,--,40884,46572,48263,85653,--,12447,11559,--,--
AI ArtificialIntelligence,26553,--,--,27241,--,27355,28706,--,--,23839,--,--,25224,--,25444,23772,30152,24896,74041,10317,78295,70947,--,74670
BT Bio Technology,--,13713,--,53011,--,74328,64089,--,--,50114,--,--,48385,--,--,45491,--,57862,84711,--,16307,90595,--,--
CE Civil,2937,--,--,122427,--,--,14293,--,--,04338,--,26484,04585,--,--,10405,11445,12535,15725,17399,19812,16933,--,--
CS Computers,26320,--,27385,23920,27974,27015,27259,--,37434,20716,--,--,21406,25443,22568,20042,22411,21294,66337,67572,70101,59989,--,61863
DS Comp. Sc. Engg-Data Sc.,29915,--,--,28105,--,--,36152,51198,37779,25111,--,--,24193,--,--,24049,--,24593,81557,--,--,72299,--,81830
EC Electronics,34152,--,--,30675,40472,31079,44718,--,--,29022,--,29784,28685,--,--,28374,34320,29620,10243,--,12664,82656,--,82825
EE Electrical,54964,--,--,54010,--,61517,56857,--,--,46199,--,--,48606,--,--,44626,67923,53593,11086,--,12115,86783,--,--
IE Info.Science,30788,--,33850,29126,35844,33146,40196,--,63292,25817,--,--,25861,--,27423,25054,32934,26881,94983,13074,11013,87926,10271,97896
ME Mechanical,0443,--,14766,112450,--,--,--,--,--,88782,41461,03166,96147,--,--,80787,--,97121,17755,--,--,18624,--,--
MT Mechatronics,--,--,--,88421,--,146132,81603,--,--,77746,--,--,72704,--,--,71877,10442,14158,17290,--,18610,--,--,--
CE Civil,--,--,21172,189765,--,--,73479,--,--,--,--,--,--,2270,--,14832,--,18116,21047,--,--,24193,--,--
CS Computers,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,111175,--,112801,--,--,--,--,--,--,99052,--,--,96945,--,99826,18239,--,--,14582,--,--
EE Electrical,--,--,--,123164,--,--,--,--,--,--,--,--,--,--,--,11460,--,11649,14559,--,--,20807,--,215982
IE Info.Science,1501,--,--,110703,--,--,04692,--,--,99545,--,--,93153,--,--,90417,11340,10679,18497,21207,22402,20566,--,--
ME Mechanical,9310,--,--,221479,--,268482,93519,--,--,81038,--,--,84050,--,--,17977,19621,19700,25701,--,--,--,--,--
ZC CSC,2795,--,--,125839,4732,138620,28328,--,34080,23294,--,27881,17706,--,12747,11156,11972,12721,20532,22979,23679,20262,24783,221872
"CA CS (AI, MachineLearning)",24642,--,28041,22414,--,24742,25455,--,--,17527,--,--,17994,26727,--,17413,20117,21509,79037,--,11361,81201,--,--
CE Civil,2684,22040,--,132578,--,--,48656,--,--,10567,--,36218,15866,--,--,10910,--,12805,17034,--,20638,20087,--,--
CS Computers,21036,--,--,19766,23705,22766,26733,--,--,14907,--,--,15492,--,18890,14409,20021,16356,61250,72938,84734,69766,--,77085
EC Electronics,30021,--,--,30070,--,34043,42454,--,--,22900,--,--,24345,--,31691,21802,32879,27978,10509,14112,13591,12645,12707,128206
EI Elec. Inst.Engg,68438,16098,13128,65038,--,72891,60758,--,--,47649,--,--,50171,--,--,42663,59681,69053,14691,--,--,17943,--,--
IE Info.Science,25099,--,--,23165,33367,24102,40861,--,58844,18310,--,--,18830,--,21279,18021,30018,21012,87221,14065,92870,95099,--,99728
ME Mechanical,3464,--,--,10909,--,--,88483,--,--,89972,81313,30381,98572,--,--,85620,--,12287,19037,--,19276,18947,--,--
RA Robotics andAutomation,49305,--,--,35206,--,46043,56294,--,--,--,--,--,28939,--,--,24476,71518,39996,11565,--,--,16379,--,--
AI ArtificialIntelligence,70150,--,--,63057,--,70424,53319,--,00656,54767,86022,--,58249,--,--,52690,55557,60005,14782,--,16783,16059,--,--
CS Computers,69765,--,84587,63946,63988,68276,53490,--,--,53426,--,61808,54101,--,65339,50000,55845,61264,12347,16602,14147,10913,12239,116849
EC Electronics,88404,10736,--,89089,--,01295,77514,--,--,72570,--,--,73670,79168,87321,69799,75280,77208,17650,--,18141,18852,--,197013
IE Info.Science,82423,--,--,70804,96923,75993,64396,--,--,66377,--,--,67682,--,--,62777,73469,70889,16208,17584,17867,17679,--,216273
ME Mechanical,--,--,21144,15364,--,--,47639,--,--,38727,--,86131,40115,--,--,3636,14978,18148,21264,--,--,--,--,--
"CA CS (AI, MachineLearning)",--,--,--,63720,--,--,--,--,--,--,--,73808,55603,--,--,54114,59609,58431,11702,--,--,18794,--,--
CE Civil,--,--,--,16607,--,--,--,--,--,--,--,--,38442,--,--,3570,--,14629,20093,--,22265,20798,27140,--
CS Computers,58653,--,--,58535,--,65466,61676,--,--,54038,--,--,54206,--,60888,50940,56584,53926,95424,12169,10726,10326,--,117251
CY CS- CyberSecurity,--,--,93953,71829,--,--,--,--,--,66016,--,--,--,--,--,62915,--,69492,16331,--,--,15202,--,--
EC Electronics,85615,--,--,73517,91336,93890,70739,--,--,69912,--,--,68633,--,--,67906,--,72551,15813,--,17409,10037,--,--
IE Info.Science,74768,--,--,70441,--,79672,97592,--,--,66136,--,--,63221,--,--,62131,83531,63872,13222,--,18250,14272,--,--
ME Mechanical,4715,--,--,13897,--,--,76151,--,--,--,--,--,--,--,--,3085,--,--,19211,--,--,--,--,--
AI ArtificialIntelligence,69599,--,--,65730,--,82327,94480,--,--,52633,--,--,59565,70040,--,52550,--,66852,12709,--,12997,13506,--,--
CS Computers,53718,--,--,63090,72729,73423,58404,--,--,57562,--,--,57282,--,64321,53201,62011,58813,11259,--,11528,11574,--,118308
EC Electronics,93246,--,--,95859,--,97023,05592,--,47745,84170,--,--,87709,--,--,81082,82707,87467,17014,22677,20597,18962,--,189920
EE Electrical,--,--,--,11174,--,--,--,--,--,--,--,06419,--,--,--,98266,--,10524,18096,--,--,21101,--,--
"IC CS-IoT, CyberSecurity",0283,--,--,79442,--,--,12844,--,--,79312,--,--,83232,--,--,78083,84749,95754,19842,21690,20139,15509,--,--
IE Info.Science,82382,--,--,81833,84391,87543,07101,--,--,72714,--,--,74845,--,--,72707,75365,76238,14033,--,17958,15270,--,--
ME Mechanical,6821,--,21383,14252,--,--,--,--,--,--,--,--,--,--,--,2713,--,14585,19850,--,--,26994,--,--
AI ArtificialIntelligence,70837,--,10046,73648,--,81958,74269,--,--,60715,--,--,56569,69070,--,52849,54931,61971,13346,--,15870,13070,--,--
CE Civil,--,--,--,14843,--,--,--,--,--,--,--,--,40064,--,--,3663,19148,14892,18993,--,23104,20818,--,--
CS Computers,63261,--,--,60483,69844,63999,71163,--,--,53106,--,--,57445,--,61588,50670,54658,56799,11360,14452,11812,11081,--,139915
EC Electronics,92661,--,--,95139,--,09024,98991,--,--,77291,--,--,78427,--,92116,74892,94029,89007,18735,--,21315,19209,20277,236539
IE Info.Science,84235,--,--,79252,99342,83837,85819,--,94478,70273,--,--,69962,--,--,66932,74299,75884,17199,22020,22312,19575,--,231025
ME Mechanical,3112,--,--,13180,--,--,--,--,--,--,--,53518,--,--,--,2946,--,15247,21890,--,--,--,--,--
AI ArtificialIntelligence,62835,--,--,68785,--,86996,72117,--,--,60807,--,--,66512,--,--,60285,62757,70417,10903,--,14776,11328,--,--
CS Computers,59572,--,--,56575,--,69929,58533,--,--,48960,--,--,50014,--,--,47222,51188,48516,10315,12642,12847,90995,--,113803
EC Electronics,--,--,--,72918,100843,--,--,--,47659,64108,--,--,65764,--,72345,64077,--,64523,17290,--,--,13857,--,--
EE Electrical,--,--,12045,10638,--,--,--,--,--,--,--,--,97861,--,--,90907,--,99414,17735,--,--,18899,--,--
IE Info.Science,81074,--,--,71963,--,--,73494,--,--,--,--,69676,--,--,--,57413,72247,--,12027,--,--,--,--,--
CE Civil,--,--,--,18486,--,--,--,--,--,--,--,--,78473,--,--,60794,--,18306,20177,--,24904,26232,--,--
CS Computers,67271,--,--,78387,--,89316,71627,--,--,60117,--,--,65884,--,--,59471,68619,61442,13421,15934,14878,10216,--,--
EC Electronics,99866,--,--,95884,11917,--,23783,41975,--,92703,--,--,--,--,04647,89260,--,94092,17739,--,--,20785,--,--
ME Mechanical,--,--,--,17474,--,--,75208,--,--,62100,--,--,68263,--,--,55900,9042,15816,22532,--,--,--,--,--
AI ArtificialIntelligence,40881,--,53571,43225,49521,46718,57008,--,--,36264,--,--,38783,--,--,36153,38294,39482,11521,--,14146,14673,--,170488
CC Computer andComm. Engg.,56185,--,--,60547,--,86857,01306,--,--,52143,--,--,74944,--,--,49010,78619,59445,17112,--,23052,97340,--,--
CD Computer Sc.and Design,54211,--,--,61996,--,--,93243,--,28819,51285,--,55859,63274,--,--,51023,0693,51412,16942,20620,--,11738,--,--
CS Computers,37528,--,--,37346,42388,37371,44961,--,53141,31437,--,--,33113,--,41137,31048,40441,36517,11693,12650,13586,11636,--,141032
EC Electronics,56629,--,--,52838,--,59052,53994,--,--,46426,--,--,51096,--,55614,43105,56550,54025,17033,--,17647,18373,20442,184843
"IC CS-IoT, CyberSecurity",52175,--,--,44405,--,53706,69662,--,--,42704,--,--,53585,90886,--,41598,--,51793,15002,--,16955,17925,--,--
ME Mechanical,8756,--,--,13896,--,168854,41416,39549,--,25037,--,--,29930,--,--,21889,--,15911,22531,--,22886,--,--,--
AI ArtificialIntelligence,55586,--,--,66124,--,--,54303,--,--,54553,--,60326,52091,--,--,51544,65419,54335,12901,--,13444,12601,25840,--
CE Civil,8445,--,--,17587,24217,198073,81474,--,--,59791,--,--,70254,--,--,56479,8843,17674,22039,--,--,18143,--,--
CS Computers,47512,--,--,56454,--,58065,51546,--,--,48338,--,--,47646,60409,61322,47383,47943,54869,12620,--,13964,13162,--,142579
DS Comp. Sc. Engg-Data Sc.,61213,--,93455,72895,--,--,65941,83801,20787,61317,--,--,59189,--,--,58872,--,65133,13788,--,--,16937,--,--
EC Electronics,99650,--,--,87511,94985,100916,81810,--,--,76476,--,--,80770,--,84325,75786,80155,83384,18201,19313,20547,20072,--,203920
IE Info.Science,78616,--,91616,78380,--,81403,71985,--,01485,64097,02732,--,70061,--,--,63676,66013,72678,16138,22214,17681,20022,--,--
ME Mechanical,8576,--,--,15861,--,240639,76505,--,--,47607,--,--,76279,--,--,46397,5906,18170,22686,--,24023,--,--,--
"AD ArtificialIntel, Data Sc",--,--,--,--,--,133727,--,--,--,06383,--,--,--,--,--,80119,--,--,12938,--,--,--,--,--
CE Civil,--,--,--,19374,--,--,--,--,--,--,--,--,--,--,--,71716,--,19386,21061,--,--,--,--,--
CS Computers,1560,--,--,87415,--,--,--,--,--,--,--,--,--,--,--,59732,86371,86408,10409,--,--,--,--,--
EC Electronics,--,--,--,12830,--,--,--,--,--,--,--,--,13101,--,--,12396,--,--,18297,--,--,15061,--,165630
ES Electronics andComputer,--,--,--,--,--,--,--,--,--,39684,--,--,--,--,--,22180,--,--,--,--,26807,--,--,--
