Unnamed: 0,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
EE Electrical,1567,--,15529,10178,146439,--,16619,--,--,93904,--,--,88091,--,--,87827,94192,97911,15037,--,--,14805,--,--
ME Mechanical,4721,--,--,14390,--,89253,--,--,--,--,--,58078,--,--,--,1799,--,14926,21775,--,--,20508,--,--
"AD ArtificialIntel, Data Sc",76966,--,--,71715,--,75443,64253,--,--,92034,32744,--,98498,--,--,59257,--,61311,19153,--,23477,14342,--,--
AI ArtificialIntelligence,77055,--,94113,78124,--,--,06442,--,--,83061,--,--,92468,--,--,63738,80789,70565,18839,--,--,24653,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,58804,--,--,59767,71926,66958,71041,--,--,78785,--,--,79085,--,86896,51794,62625,57195,19330,20753,21510,15770,--,249972
EC Electronics,2987,--,--,10635,--,06692,26765,--,38225,96641,--,--,97802,--,--,88103,90098,95345,24301,25781,26302,26359,--,--
ME Mechanical,--,--,--,16884,--,--,--,--,--,91106,--,18802,--,--,--,6747,--,19065,24819,--,--,--,--,--
"CA CS (AI, MachineLearning)",99855,--,--,12486,129003,38675,05977,--,--,14590,--,--,04237,--,--,96857,99523,10388,20074,--,22238,26644,--,--
CE Civil,3214,--,--,22693,--,--,--,--,--,30942,--,--,90385,--,--,7621,19273,19518,26233,--,--,--,--,--
CS Computers,98282,--,--,99370,101611,10610,03250,--,--,02824,--,--,91226,--,92288,83869,86869,87950,17534,18425,21000,20599,--,259109
EC Electronics,4148,--,--,12661,--,--,07073,--,43127,08495,--,--,02370,--,07525,98351,98652,10369,21313,21660,24055,23701,--,--
ME Mechanical,5349,--,--,17404,--,--,--,--,--,56285,--,--,--,--,--,5240,--,15816,27136,--,--,--,--,--
CS Computers,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,78134,--,--,57469,--,77950,67636,--,--,49038,--,--,52187,07937,--,48847,--,64455,14796,--,19061,14539,--,--
CE Civil,3584,--,--,20635,--,--,--,--,--,--,--,--,--,--,--,1439,--,14878,20550,--,--,14142,--,--
CS Computers,56832,--,--,50133,88775,70989,69816,--,--,39458,--,--,43798,--,56431,38224,60079,41909,13869,20496,16269,15034,--,202904
EC Electronics,69783,--,--,70236,--,97880,15086,--,--,59859,--,83795,62230,--,--,54239,75220,80862,18202,22529,24874,20349,--,231830
IE Info.Science,82572,--,--,56478,--,78582,97209,--,--,49592,--,--,53110,--,--,49398,76067,52026,15698,--,25704,18920,--,--
ME Mechanical,--,--,--,14486,--,--,--,--,--,61156,--,--,--,--,--,1220,--,22432,21878,--,--,--,--,--
AI ArtificialIntelligence,2061,--,--,11933,--,32071,17734,--,--,--,--,--,02762,--,--,97761,11410,10396,17108,--,18344,19841,--,--
CD Computer Sc.and Design,4395,--,--,12979,--,--,34489,--,--,20248,--,27030,22324,--,--,1947,--,12480,19017,20239,21337,17386,--,--
CE Civil,--,--,--,20096,--,--,--,--,--,--,37161,--,05279,--,--,8541,19157,19408,19985,--,--,19847,--,--
CS Computers,--,--,--,99102,--,09916,--,--,--,91210,--,--,88248,--,--,87728,91499,92124,14423,--,17581,11496,--,--
EC Electronics,2246,--,--,12531,--,27324,46137,--,--,06848,--,--,10261,--,14226,0645,--,11399,16148,--,--,16979,--,--
EE Electrical,4925,--,16873,14925,--,--,64841,--,--,29284,--,--,32691,--,--,2805,14213,13620,16377,--,--,14411,--,166332
ME Mechanical,--,--,--,25981,--,--,--,--,--,--,--,--,--,--,--,9634,--,21276,21464,--,--,24871,--,--
AI ArtificialIntelligence,97774,--,--,93044,--,--,85265,--,19998,81616,--,--,81537,87147,--,80735,87050,84757,14936,--,17939,13650,--,--
CE Civil,4335,--,24924,22466,--,--,92153,--,--,11646,--,17739,95571,--,--,6666,18124,20328,22299,24246,24892,21401,--,--
CS Computers,89121,--,89459,86540,88424,91633,77900,--,15147,89415,--,99067,75111,--,80945,70972,74698,79242,14705,16430,16853,13804,14645,140750
EC Electronics,0674,--,--,10719,119636,18727,97380,--,--,99968,--,--,93139,--,98747,91704,91767,98114,19251,21087,21515,17225,--,179939
EE Electrical,4618,18057,--,13156,--,36872,46257,--,--,26480,--,--,21793,--,31006,1606,11650,13046,21684,--,24218,19518,--,--
IE Info.Science,96346,--,--,92842,--,95688,90929,93933,--,93287,--,--,79802,--,--,79489,--,81343,15596,--,--,14442,--,200613
ME Mechanical,4174,--,--,24797,--,73087,--,--,--,54108,--,--,22486,--,--,0237,--,22466,25857,--,--,25932,--,--
AI ArtificialIntelligence,21285,--,--,23013,--,27510,33365,--,--,18626,32870,21968,19391,--,--,18002,--,18375,51927,--,--,72116,--,--
AR Architecture,--,--,--,456,--,--,417,--,--,--,--,--,378,--,--,192,--,453,--,--,--,--,--,--
CD Computer Sc.and Design,28213,--,--,27167,--,--,43104,--,--,24311,--,--,24070,--,--,23816,36861,30261,85368,--,--,10898,--,134534
CE Civil,--,--,--,11723,--,--,26626,--,--,--,--,29029,--,--,--,97818,--,11812,15640,--,16256,16376,--,--
CF CS(ArtificialIntel.),27101,--,--,23899,--,26273,32107,--,--,19423,--,--,19843,--,--,18302,33811,23750,68481,--,97624,71366,--,--
CS Computers,24530,--,24575,22193,24337,26013,28540,--,34258,17371,--,20648,18438,26937,20197,16309,23035,20050,73409,77954,92700,77675,88004,79123
CY CS- CyberSecurity,27344,--,--,24663,--,34603,--,36113,--,21221,--,--,21620,--,--,20434,--,25191,73035,--,99548,93132,--,--
DS Comp. Sc. Engg-Data Sc.,25775,--,--,24204,38102,29926,33921,--,--,--,--,--,19618,--,--,19156,34508,21316,76970,--,10480,70846,--,--
EC Electronics,25523,--,--,29907,--,31225,41326,--,--,24942,--,--,25215,--,27862,23550,31558,26372,93998,12542,10395,10584,--,124133
EE Electrical,43146,76541,84633,38548,--,--,73184,--,23162,33855,--,--,34855,--,--,33282,--,53290,12204,--,--,12923,--,--
"IC CS-IoT, CyberSecurity",28215,--,--,27584,--,--,40641,--,--,24711,--,--,23446,--,--,23290,38065,32280,90316,12520,11850,84701,--,106401
IE Info.Science,27566,--,--,25447,38308,30335,33541,--,--,20700,--,--,21363,--,25269,20535,28121,22677,92815,93557,99538,97727,--,107431
ME Mechanical,1668,--,--,10356,--,41138,--,--,--,85748,--,--,92952,--,--,78018,11229,10272,16501,--,--,21735,--,--
CE Civil,--,--,--,--,--,--,02492,--,--,--,--,--,--,--,--,4794,--,--,21517,22976,--,--,--,--
CS Computers,0379,--,--,11993,--,--,--,--,--,--,--,--,94633,--,--,90838,94610,10190,11009,--,16307,10311,--,--
EC Electronics,--,--,--,13081,--,34922,--,--,--,--,--,--,--,--,--,1599,--,--,16603,--,--,14361,--,--
EE Electrical,--,--,--,15631,--,--,--,--,--,--,--,--,46355,--,--,4577,--,15030,17287,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,68557,--,--,--,--,--,2472,--,22597,--,--,--,--,--,--
AR Architecture,234,--,--,430,--,--,261,--,--,317,--,--,229,--,--,106,--,395,497,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,95093,--,20610,99190,--,--,--,--,--,--,--,--,78259,--,--,10351,--,--,20923,--,--
CE Civil,--,--,--,19062,--,--,--,--,--,81577,--,--,--,--,--,7154,17464,--,21692,--,--,--,--,--
CS Computers,--,--,--,89298,--,--,--,--,--,--,--,--,95223,--,--,71188,--,91132,10687,--,--,10186,--,--
EE Electrical,7709,--,--,14951,--,--,--,--,--,--,--,--,--,--,--,1611,--,15047,22259,--,26401,--,--,--
BB B Tech in EC,48954,--,--,59137,--,64835,66421,--,--,44019,--,--,45169,--,--,41572,64517,42406,12841,--,21828,16037,--,--
BH B Tech in AI,41882,11729,--,37323,--,--,46349,--,--,33453,--,54679,32208,--,--,31251,--,44843,90072,--,12530,98721,--,--
BJ B Tech in EE,--,--,--,90978,--,12848,85170,--,--,80029,--,--,--,--,--,77342,--,10016,17542,27247,24196,18496,--,--
BL B Tech in AS,0784,--,--,62836,--,21867,82213,--,--,72832,--,--,61487,--,--,53713,11449,11176,12442,--,--,20470,--,--
BP B Tech in CE,--,--,--,15009,218076,--,46208,--,--,--,--,--,41315,--,--,3182,--,17254,15959,--,19545,23838,--,--
BW B Tech in CS,53649,--,71582,56183,68187,64127,50575,--,76031,42750,--,61086,42953,65910,67045,39926,63376,60632,11863,17454,19205,13853,15502,178777
BX B Tech in CY,53657,--,--,57346,--,71411,--,43475,--,--,--,--,44301,--,--,42379,--,66286,69557,--,--,13077,--,--
CQ B Tech in IO,66774,--,--,60671,--,--,57966,--,--,46507,--,--,55685,--,61137,46433,72754,57023,13708,--,--,92454,--,262447
CW B Tech in IT,--,--,10030,61543,--,--,--,--,--,--,--,81071,49463,--,--,48611,--,63135,12605,22849,--,16132,--,--
DB B Tech in ME,0810,--,--,12840,--,--,30173,--,--,15305,--,--,32134,--,--,0047,14449,12735,18187,--,--,--,--,--
ZQ B.TECH ININ.TCH.DAT.ANAL,--,--,--,73657,--,81726,--,--,--,--,--,--,55229,--,--,54120,86186,66538,16769,--,23428,20969,--,--
ZV B.TECH.ININF.TEC.AUG.REA,80631,--,14652,80095,--,--,84997,--,--,77804,51088,--,68244,--,--,67917,--,72668,19121,--,--,24602,--,--
AI ArtificialIntelligence,2782,15466,--,0918,--,15396,07790,--,--,0784,--,--,01518,--,--,94544,--,10049,14892,--,21745,25555,--,--
CE Civil,--,--,--,0568,--,--,--,--,--,--,--,--,81081,--,--,53309,7680,19407,20542,--,27479,19275,--,--
CS Computers,0996,--,--,87672,--,99011,77464,--,06460,96491,--,17788,83215,--,--,75561,75737,83104,14335,15178,15877,12071,--,--
EC Electronics,1732,--,--,1814,118275,18609,15836,--,--,0151,--,--,03962,--,11150,99099,0074,10923,19373,--,25327,25783,--,--
ME Mechanical,--,--,--,1315,--,--,--,--,--,2048,--,--,--,--,--,10274,--,23187,25756,--,--,--,--,--
CS Computers,67837,--,--,57956,82571,59528,64656,--,84716,55459,--,--,55992,--,57621,49316,62398,54765,13677,15062,16108,12379,--,143887
CY CS- CyberSecurity,69779,11753,--,72902,--,74406,72974,--,--,61191,--,69311,66307,--,--,61083,77042,64710,13010,--,18906,18010,--,--
EC Electronics,70500,--,--,74741,--,84522,76045,--,--,65403,102470,--,66000,--,--,63929,--,65983,14656,--,17247,13604,--,--
ME Mechanical,--,--,--,4419,--,--,--,--,--,--,--,--,36156,--,--,26676,--,16261,22356,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,441,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,481,--,--,--,--,--,302,--,--,440,--,--,236,--,--,--,--,--,--,--,--
DG DESIGN,--,--,174612,4039,--,70992,--,--,--,--,--,--,--,--,--,18755,--,14991,22431,--,--,19282,--,--
CE Civil,--,--,--,7692,--,--,--,--,--,--,220268,07648,83556,--,--,70856,--,19397,20749,--,--,--,--,--
CS Computers,0064,--,--,1866,119568,20499,10028,--,--,89098,--,--,98720,--,04555,85674,96080,91949,17202,18184,21362,17064,--,194011
EC Electronics,2540,--,--,2969,--,35037,26803,71269,--,0315,--,--,05168,--,--,01901,--,11413,20172,--,22045,19431,--,--
IE Info.Science,3344,--,--,2440,--,--,11716,--,61557,0477,--,--,11650,--,--,04084,1923,11197,19906,--,22483,21123,--,--
ME Mechanical,--,--,253389,3497,--,--,--,--,--,--,--,--,--,--,--,98696,--,21733,25125,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,382,--,--,--,--,--,495,--,--,377,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,500,--,--,--,--,--,416,--,--,--,--,--,396,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,502,--,--,--,--,--,--,--,--
AM B Tech in AM,23692,--,--,25532,--,28164,26834,--,--,20238,--,--,19195,--,23076,19001,26170,22438,70961,10336,10679,79881,13901,82396
AR Architecture,--,--,--,--,--,--,404,--,--,372,--,--,418,--,--,329,--,--,--,--,--,--,--,--
BAB.Tech(Agri.Engg),--,--,--,56382,--,--,--,--,--,--,--,--,--,--,--,47265,62330,62617,10374,--,--,13669,--,--
BB B Tech in EC,32788,--,--,31170,47175,33051,42825,--,--,26666,--,31360,26627,--,32031,25923,30943,30701,95164,10943,11203,10895,--,137434
BG B Tech in AD,25611,--,--,27796,30011,30583,29837,--,--,22170,--,--,21907,--,28697,21358,23814,25155,78998,92531,10614,94408,--,98124
BJ B Tech in EE,52040,--,--,44798,--,60115,58068,--,--,45822,--,51964,43696,63098,--,41485,50352,49027,12847,--,19417,15376,--,--
BL B Tech in AS,52615,--,--,39722,--,--,51784,--,11154,33294,122875,--,32098,--,--,32012,--,46253,10927,--,20777,16488,--,--
BP B Tech in CE,91739,--,--,3115,--,34221,25716,--,--,95138,--,--,03549,58225,--,87934,90295,11751,16356,--,18435,17029,--,208413
BU B Tech in CI,29230,--,--,28978,41035,33891,32418,--,--,23570,--,--,24197,--,29296,23018,27102,27756,88963,12286,11039,93225,--,115191
BW B Tech in CS,23434,--,30494,23726,28312,28184,26600,--,32090,18466,--,20785,18647,--,20608,16832,23340,20469,69448,75952,92587,71689,83238,83397
CL B Tech in EO,38391,11460,--,31399,--,--,44848,--,75467,28204,--,37248,28549,--,--,27740,--,33809,10229,--,--,12698,--,--
CN B Tech in IB,26747,--,44468,26803,--,--,38428,--,--,24740,--,29075,24319,--,--,24306,--,28345,78759,--,--,88315,--,--
CU B Tech in IS,26704,--,31876,27176,--,30395,32746,--,--,22091,--,--,21548,--,--,21419,24683,24210,88042,--,96070,86841,13747,103883
DB B Tech in ME,88998,--,--,06541,25558,2796,96799,--,--,82941,--,--,93108,--,--,82459,96381,11466,19035,27132,22871,18512,--,--
DD B Tech in MS,--,--,274810,59398,--,--,--,--,--,--,--,--,55699,--,--,51149,11175,96409,20079,--,--,17116,--,--
DF B Tech in RA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
DH B Tech in RAI,36568,--,--,32650,--,44838,41407,--,--,25810,--,--,27611,--,--,24839,63555,29662,10387,--,14516,91242,--,--
DK B Tech in SS,32007,52516,--,30808,--,--,39190,--,96452,27311,--,--,27906,--,--,26950,--,31539,93625,--,13881,74098,--,--
AT AutomotiveEngg.,--,--,--,76033,--,--,--,--,--,--,--,--,--,--,--,61198,10201,10295,17780,--,--,--,--,--
BB B Tech in EC,26845,--,--,22064,--,--,--,--,--,18897,--,--,17514,--,23502,17159,37919,23419,81844,--,12783,10446,--,--
BH B Tech in AI,20035,--,--,21004,--,27671,15996,--,--,17301,--,--,17511,31687,--,15369,--,21797,68593,--,11195,85119,--,116166
BJ B Tech in EE,52991,--,61832,38502,--,--,61911,--,94431,29271,83017,--,38380,--,--,28483,--,35226,11037,--,--,10886,--,--
BL B Tech in AS,23648,--,--,31724,90247,37719,23638,--,--,18091,--,--,22393,--,--,16574,--,19057,91370,--,91414,13723,--,--
BP B Tech in CE,--,--,--,20492,--,--,--,--,--,--,--,--,77535,--,--,63538,--,94332,10957,--,--,--,--,--
BW B Tech in CS,25535,--,--,19992,26473,23813,28132,--,--,16443,--,21062,16452,--,20901,14755,25001,19455,67735,80700,92078,82173,--,86707
CU B Tech in IS,25946,--,--,23247,--,29538,28994,--,--,19031,--,--,17193,--,--,16985,28590,22335,82821,--,10496,87894,--,99899
DA B Tech in MC,--,--,--,22829,--,--,--,--,--,--,--,--,22240,--,--,3428,--,35072,98910,--,--,14393,16441,--
DB B Tech in ME,85367,--,--,91736,--,1423,102975,--,--,71202,--,--,63138,--,--,53482,--,73961,15849,--,23605,21494,--,--
DJ B Tech in RO,--,--,--,42722,--,--,--,--,--,--,--,--,--,--,--,24783,44489,33155,57037,--,--,13572,--,--
AM B Tech in AM,38839,--,52987,40245,63554,52337,45085,--,--,35537,--,--,33445,--,40225,31495,62242,39740,88720,11276,11669,11066,--,117330
BB B Tech in EC,65319,--,84471,59686,63667,64860,63332,--,--,50813,--,--,51795,--,58028,49567,54112,57940,15520,16986,17015,17123,--,243071
BJ B Tech in EE,82511,--,--,83400,--,87391,66619,--,--,64689,--,94405,67890,89120,--,63110,75577,79850,18962,--,22548,17468,--,--
BN B Tech in BD,51354,--,--,58205,--,82548,61566,--,--,52073,35165,--,52111,--,--,48846,--,56060,13284,--,15465,11279,--,--
BP B Tech in CE,2981,--,--,26041,--,--,131499,--,74834,17903,--,--,11919,--,--,11556,12822,13102,19383,--,21582,15976,--,--
BQ B Tech in CG,56646,--,--,57936,--,63070,59119,--,--,50153,--,--,51373,--,--,48111,54780,51741,12502,--,13009,15035,--,212568
BU B Tech in CI,--,78518,--,62430,--,76614,--,--,--,--,--,58134,51270,--,--,47705,--,49217,11708,--,--,13420,--,--
BV B Tech in CO,73254,--,--,64115,--,67156,57642,--,--,48152,--,--,52121,--,--,44859,56869,51364,12030,--,17195,12452,22821,221449
BW B Tech in CS,55974,61018,67516,51267,58486,60208,52498,58705,53042,44088,60646,52822,44699,57664,54099,40410,56864,51026,13016,19706,16508,14417,16653,188875
BX B Tech in CY,67927,--,--,60126,--,73303,54245,--,--,47872,--,--,48482,--,58244,47104,64559,57252,13591,22904,19390,14177,19651,213841
BY B Tech in DO,79066,--,--,67718,--,80079,59856,--,--,60769,--,--,58706,--,--,53523,73751,63163,15743,--,--,15395,--,--
BZ B Tech in DS,65991,--,75109,58289,72284,67621,56821,--,--,47132,--,--,46611,--,56383,43727,67208,52775,13285,18245,18916,15556,--,218198
CM B Tech in EV,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CQ B Tech in IO,76434,--,--,73062,02108,74058,64811,--,--,60333,--,--,59694,--,69310,57977,10202,67842,16045,24067,19549,17915,--,235754
CU B Tech in IS,65742,--,--,60072,79583,62772,65302,--,75455,48285,--,--,48096,--,58461,46850,62152,55553,15548,21784,19934,15508,--,217819
CX B Tech in IY,74425,--,--,68165,89188,78479,68580,--,79579,54497,--,--,57339,--,--,53843,66445,68200,15604,20538,22795,17434,--,223820
CZ B Tech in LC,77499,--,104115,69286,--,--,62780,--,--,58447,39477,--,57047,--,--,55226,--,67850,15627,--,21128,14869,--,--
DB B Tech in ME,1991,--,144352,23095,--,--,117035,--,--,99082,--,--,10633,--,--,99030,--,11821,20135,--,26347,17740,--,--
DE B Tech in PE,--,--,--,19853,--,--,--,--,38298,--,--,4930,98535,23061,--,85153,--,11600,22388,--,--,18707,--,--
DM B.TECH IN CS NW,82107,10109,--,71237,--,88032,65343,--,13360,56600,--,--,55522,--,--,55422,--,56555,16701,--,--,11899,--,--
DN B.Tech in VLSI,86068,--,--,85418,--,--,105540,--,--,--,--,0586,73408,--,--,68732,11056,90306,18358,--,--,20926,--,--
AI ArtificialIntelligence,1169,--,--,111194,--,17539,91312,--,--,88366,--,--,97335,--,--,87548,10805,95822,17527,--,18276,18706,--,--
CE Civil,--,--,--,197040,--,--,7313,--,--,--,--,46932,--,48772,--,16824,--,--,16893,--,--,--,--,--
CS Computers,0214,--,--,97363,21782,08111,95246,--,--,82591,--,--,87401,--,98869,80981,94036,91214,16242,18897,17917,16337,--,208001
EC Electronics,3571,--,13595,121988,--,24930,0778,--,--,07245,--,--,08310,--,--,10475,11443,11148,19453,19515,20673,17814,--,178232
IE Info.Science,2161,--,--,109639,--,23045,0270,--,--,00570,--,--,01505,--,--,10036,--,10426,17624,--,18905,16459,25488,--
ME Mechanical,7670,--,--,197343,--,--,--,--,54987,--,--,--,--,--,--,16466,--,19406,22824,--,--,26076,--,--
AE Aeronaut.Engg,90968,--,--,83549,--,86020,72874,--,--,75710,--,--,73800,--,--,72437,10317,75704,11990,--,12160,16538,--,--
CS Computers,57826,--,--,66746,68523,67907,55057,--,--,52726,--,--,54474,--,57229,52209,56468,55433,11085,--,13496,13317,--,137266
EA AgricultureEngineering,0353,--,13849,125134,--,--,3292,--,--,04464,--,08971,01837,--,--,10064,10529,10364,15072,19656,--,19076,--,--
EC Electronics,86116,--,--,76370,--,02855,95302,155826,--,64759,--,--,64481,--,--,63276,--,63660,16879,--,22708,15716,--,--
ME Mechanical,--,--,--,139998,--,--,--,--,--,--,--,--,--,--,--,12529,--,13455,22498,--,--,--,--,--
AM B Tech in AM,38189,--,48563,35238,52495,43270,35894,--,59910,29315,--,--,28927,--,--,27110,48138,33503,88669,20210,14218,11752,21482,142058
BB B Tech in EC,42664,--,44570,37192,--,41604,48944,--,--,30704,--,--,32598,49637,--,30053,37768,33408,13042,17726,15174,12467,--,--
BL B Tech in AS,45620,--,--,35163,--,38500,26194,--,--,--,--,--,30109,--,--,21178,64831,22205,13120,--,16716,15432,--,--
BQ B Tech in CG,--,--,--,35285,--,--,50747,--,78213,31592,21787,37990,32356,--,--,28767,--,37344,11086,--,--,13375,--,--
BW B Tech in CS,33713,36273,41279,33372,44045,42013,38506,--,52077,27813,--,33816,28582,35928,33404,26325,32854,32821,10360,12050,14894,11695,13622,152371
BX B Tech in CY,38330,--,--,39739,61431,46076,43229,--,--,33003,--,--,32091,--,42095,31148,44356,36649,11278,17947,19105,14688,--,191873
BZ B Tech in DS,36223,--,--,38110,46192,45897,41489,52482,--,29859,--,--,30071,--,40964,29497,39496,37189,11680,--,16846,14169,--,193728
DB B Tech in ME,85151,--,--,114697,--,55505,--,--,--,87714,--,97684,75218,--,--,71503,13183,91991,18613,--,--,23376,--,--
DH B Tech in RAI,50664,--,84330,41220,--,--,39019,--,--,--,--,--,35897,--,--,34012,59945,41331,12290,--,18003,14000,--,--
ZH B TECH INCOMP.SC.ART.INT,38463,--,--,33135,--,--,--,--,--,32180,--,37895,29701,--,--,29635,48150,36204,11369,--,--,13624,--,--
AR Architecture,--,--,--,439,--,--,--,--,--,400,--,--,414,--,--,399,--,--,503,--,--,--,--,--
BT Bio Technology,89967,--,--,53341,--,--,79873,142002,81018,62715,--,06278,51132,--,--,40538,77951,53058,14099,--,--,10008,--,--
CE Civil,55106,13909,--,73615,--,46114,1130,--,--,83941,--,--,65303,--,--,53899,63429,71853,10456,--,13658,10416,--,137564
CF CS(ArtificialIntel.),13745,--,25271,11912,15928,15117,9340,--,--,10714,--,--,8249,--,--,7942,11113,10579,43966,49123,61829,60324,--,--
CM B Tech in EV,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,14462,--,18325,9950,12585,16369,9805,--,--,11962,--,12349,7371,--,12168,6368,9833,11285,35585,42433,48378,39540,67178,54588
EC Electronics,21271,--,26622,16292,16986,19611,31518,--,43537,13843,--,17315,13083,--,16595,11898,14873,16375,59622,71101,74719,72142,10842,74145
EE Electrical,23949,--,--,27669,--,34857,48781,--,--,37464,--,--,23942,29760,--,23321,24983,31197,65542,--,87320,87676,--,99974
EV EC  Engg(VLSIDesign),--,--,--,18263,--,29958,29642,--,60967,23581,--,--,17320,--,--,16983,21489,29582,11261,--,--,84373,--,--
ME Mechanical,83030,--,--,77725,78869,79631,95730,--,--,61853,--,--,58225,--,88318,53399,61830,77647,12980,21396,17675,17274,--,213515
RO Auto. AndRobot.,52254,--,--,27414,--,65333,--,--,--,39170,55571,--,26147,--,--,24448,--,51551,97099,--,10916,12447,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,498,--,--,--,--,--,--,--,--
AR Architecture,183,--,--,126,--,--,175,--,--,97,--,--,87,--,199,42,209,187,463,--,--,381,--,--
AR Architecture,--,--,--,458,--,--,--,--,--,--,--,--,295,--,--,196,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,352,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AR Architecture,320,--,--,457,--,--,152,--,--,151,--,--,112,--,--,66,--,308,332,--,--,404,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,476,--,--,--,--,--,--,--,--
"CA CS (AI, Machineearning)",87591,--,--,68846,--,--,61495,--,--,67022,09743,--,--,--,--,59973,--,61087,49010,--,9687,--,--,--
CE Civil,72046,3503,--,18461,--,--,--,--,--,--,--,--,--,--,--,67311,--,94093,19729,--,--,18071,--,--
CS Computers,91680,--,--,87186,92823,92940,87018,--,--,78825,--,--,78422,--,86355,75842,81620,85943,32084,38961,4783,15009,--,161684
DS Comp. Sc. Engg-ata Sc.,--,--,13935,93391,--,--,--,--,--,--,--,--,83728,--,--,83441,--,89025,32276,--,--,15323,--,--
EC Electronics,--,--,--,83077,--,--,--,--,44616,86124,--,--,--,--,--,79508,--,80087,48106,--,--,10889,--,--
IE Info.Science,--,--,--,90812,--,103517,--,--,--,--,--,--,84151,--,--,83306,--,86762,59097,--,--,15594,--,--
ME Mechanical,--,--,--,19672,--,--,63833,--,--,--,--,5827,--,--,--,50908,14437,--,20995,--,--,20314,--,--
"AD Artificialntel, Data Sc",65009,--,--,67953,--,88923,80162,--,--,57168,--,--,62771,25292,--,54597,--,66049,68675,--,3794,15010,--,--
"CA CS (AI, Machineearning)",67401,--,--,86294,--,92864,65079,--,--,72464,--,--,70832,--,--,64639,70253,84497,14843,--,5726,22849,24539,--
CE Civil,--,--,--,19012,--,--,--,--,--,--,--,4883,--,--,--,44038,--,53422,95929,--,--,22017,--,--
CS Computers,67388,--,--,60376,75878,61672,63548,--,--,76931,--,--,55475,--,57750,46735,54838,54097,53937,98236,9038,14641,--,156535
EC Electronics,25005,--,--,97123,--,113193,01098,--,--,94256,--,--,92828,--,--,85127,88587,09311,99404,39903,4099,27452,--,--
"IC CS-IoT, Cyberecurity",76323,--,90641,76529,--,--,--,--,17057,98243,--,--,75023,--,--,70338,00151,70561,95111,--,--,20909,--,--
IE Info.Science,69788,--,--,72543,--,--,81619,46103,--,--,--,--,81929,--,88496,69015,--,75207,28756,--,4712,11794,--,--
ME Mechanical,39980,--,--,18545,--,240764,61793,--,--,--,--,--,195400,--,--,54606,78092,87042,09631,--,--,22067,--,--
"CA CS (AI, Machineearning)",79719,--,--,62786,10615,69111,81553,--,--,53813,--,--,60994,--,69907,52964,84720,64390,76364,28647,3254,11768,--,--
CB Comp. Sc. andBus Sys.,--,--,--,71473,--,--,--,--,--,--,--,--,--,--,--,63981,1239,78947,17605,--,--,11086,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,76947,--,--,79350,84894,91707,83758,--,--,67175,--,74195,67272,--,79101,60761,81835,69235,17507,21392,21311,20338,23422,250650
CY CS- CyberSecurity,81840,--,--,69372,--,--,--,--,--,--,--,--,70658,--,--,56574,97371,73613,17195,--,--,15425,--,--
DS Comp. Sc. Engg-Data Sc.,72756,11754,--,67596,--,85750,84147,--,--,67896,--,--,68576,--,--,64732,--,74187,18215,--,26006,11873,--,--
EC Electronics,95232,--,--,93537,--,109904,1141,--,--,76507,--,--,75019,04850,--,73065,92306,88183,20073,20717,22528,20357,--,247190
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
