Unnamed: 0,1H,1KH,1RH,2AH,2AKH,2ARH,2BH,2BKH,2BRH,3AH,3AKH,3ARH,3BH,3BKH,3BRH,GMH,GMKH,GMRH,SCH,SCKH,SCRH,STH,STKH,STRH
EC Electronics,--,--,18101,--,--,--,--,--,--,--,--,--,--,--,--,95247,--,--,--,--,--,--,--,--
EE Electrical,--,--,--,223816,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
RA Robotics andAutomation,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AE Aeronaut.Engg,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,76638,--,--,15587,--,--,--,--,--
BM Bio Medical,--,--,--,135140,--,--,--,--,--,--,--,--,--,--,--,0204,--,--,--,--,--,--,--,--
CS Computers,--,--,--,70258,93731,--,--,--,--,--,--,--,65596,--,--,59336,--,--,14717,--,19406,17148,--,--
CY CS- CyberSecurity,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,74302,--,--,19574,--,--,--,--,--
DS Comp. Sc. Engg-Data Sc.,--,--,--,105882,--,2695,--,--,--,--,--,--,--,--,--,70294,--,--,19219,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,92169,--,--,--,--,--,--,--,91925,--,--,--,--,--,--
IO CS- Internet ofThings,--,--,--,--,--,--,125235,--,--,--,--,--,--,--,--,--,--,88677,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7890,--,--,--,--,--,--,--,--
SE Aero SpaceEngg.,72473,--,--,--,--,--,--,--,--,--,--,--,--,--,--,63713,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,78931,--,--,22127,--,--,--,--,--
"CA CS (AI, MachineLearning)",--,--,--,--,--,--,--,--,--,--,--,--,02971,--,--,99603,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,43438,--,--,--,--,--,--,--,--
CS Computers,--,--,--,10056,--,--,--,--,--,--,--,41914,--,--,--,84841,--,--,20528,--,--,--,--,--
DS Comp. Sc. Engg-Data Sc.,--,--,--,--,--,--,3770,--,--,--,--,--,--,--,--,--,--,11588,--,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,09190,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,69593,--,--,--,--,--,--,--,--
"AD ArtificialIntel, Data Sc",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26485,--,--,21745,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,--,--,--,--,23336,--,--,97314,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,13050,--,--,--,--,--,--,--,--,--,--,--,11704,--,11597,20040,--,--,21846,--,--
EC Electronics,--,--,--,17241,--,--,--,--,--,--,--,--,--,--,--,31408,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"AD ArtificialIntel, Data Sc",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17852,31477,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,41588,--,--,--,--,--,--,--,--
CS Computers,--,--,--,10681,--,--,--,--,72203,--,--,--,--,--,--,85362,--,--,20475,--,--,--,--,--
EA AgricultureEngineering,--,--,--,--,--,--,--,--,--,--,--,--,32928,--,--,22042,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,14759,--,--,--,--,--,--,--,--,--,--,--,10776,--,11942,23583,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,01751,--,--,--,--,--,23097,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SA Smart Agritech,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
BB B Tech in EC,--,--,--,--,--,--,8706,--,--,--,--,--,--,--,--,30933,--,--,--,--,--,--,--,--
BH B Tech in AI,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,07543,88684,--,--,--,--,--,--,--
BP B Tech in CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,59430,--,--,26977,--,--,--,--,--
BW B Tech in CS,--,--,--,15898,--,--,--,--,--,--,--,--,--,--,--,16670,--,14705,26650,--,--,--,--,--
CY CS- CyberSecurity,--,--,--,12760,--,--,--,--,--,--,--,--,--,--,--,27464,--,14440,--,--,--,--,--,--
DB B Tech in ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,61532,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,5100,--,--,--,--,--,--,--,--,13457,--,24707,--,--,--,22633,--,--
CS Computers,--,--,--,100404,--,--,--,--,--,--,--,--,--,--,--,86053,--,--,13164,--,--,--,--,132432
EC Electronics,5371,--,--,--,49649,--,--,--,--,--,--,--,32667,--,--,1579,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2026,--,--,--,--,--,--,--,--
"CA CS (AI, MachineLearning)",--,--,--,--,--,--,5709,--,--,--,--,--,--,--,--,--,13663,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8333,--,24181,--,--,--,--,--,--
CS Computers,--,--,--,57199,--,--,--,--,--,--,--,--,46552,--,--,45719,--,--,11081,--,15515,--,--,--
EC Electronics,--,--,--,77768,--,28976,--,--,--,--,--,--,--,--,--,68435,--,--,21159,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,82809,--,--,--,--,--,--,--,--
ME Mechanical,3032,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8686,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5731,--,--,--,--,--,--,--,--
CS Computers,5062,--,--,159951,--,84895,3819,--,--,5969,--,--,36552,--,--,3276,13690,14148,23774,23967,23850,16983,--,228855
EC Electronics,8920,--,--,178204,--,32985,8930,--,--,--,--,--,78869,--,--,6785,17287,16970,--,--,--,26922,--,--
EE Electrical,--,--,--,260916,--,--,--,--,--,--,--,--,--,--,--,9313,--,23600,24879,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4215,--,--,--,--,--,--,--,--
BB B Tech in EC,5065,--,--,185019,--,86623,2189,--,--,5876,--,--,11805,--,--,0993,11124,12632,19505,--,20484,--,--,--
BH B Tech in AI,--,--,--,103090,03663,--,--,--,--,1845,--,--,80737,--,--,77255,--,89924,18291,--,22372,--,--,--
BJ B Tech in EE,--,--,--,194153,--,--,--,--,--,5400,--,--,25623,--,--,2487,--,13877,19574,--,--,--,--,--
BP B Tech in CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4711,--,27078,18380,--,--,--,--,--
BW B Tech in CS,88789,--,--,104646,--,04886,61947,--,--,91434,--,--,68494,--,80950,58443,67701,73470,14441,15177,15688,16955,--,204874
"CA CS (AI, MachineLearning)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,78253,--,--,--,--,--,--,--,--
CD Computer Sc.and Design,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26267,--,--
CS Computers,--,--,--,87515,--,--,--,--,--,--,--,--,--,--,--,78850,--,88270,17593,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,66468,--,--,--,--,--,--,87753,--,--,24128,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,5739,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0865,--,--,--,--,--,--,--,--
AE Aeronaut.Engg,--,--,--,--,--,--,8451,--,--,--,--,--,--,--,--,89736,--,--,--,--,--,--,--,--
"CA CS (AI, MachineLearning)",--,--,--,--,--,--,--,--,--,--,--,--,98232,--,--,79934,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,97038,--,--,--,--,--,--,--,--,--,--,--,85345,--,96244,17323,--,--,20110,--,--
EC Electronics,--,--,--,137944,--,--,--,--,--,--,--,--,--,--,--,91184,--,--,21842,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,89352,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"AD ArtificialIntel, Data Sc",--,--,--,14128,--,--,--,--,--,--,--,--,--,--,--,1881,--,--,--,--,--,--,--,--
"CA CS (AI, MachineLearning)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2270,--,--,--,--,--,25701,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,--,--,--,--,--,--,--,--,42778,--,--,--,1346,--,--,22901,--,24151,--,--,--
EC Electronics,--,--,--,15912,--,--,--,--,--,--,--,--,--,--,--,2135,23960,16999,--,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,74056,--,--,5293,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"AD ArtificialIntel, Data Sc",--,--,--,--,--,37614,--,--,--,--,--,--,74850,--,--,61939,--,--,--,--,--,--,--,--
CB Comp. Sc. andBus Sys.,3582,--,--,--,--,--,--,--,--,--,--,--,--,--,--,90631,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,61609,--,--,--,--,--,--,--,--,--,--,--,54110,--,--,19678,--,21193,--,--,--
EC Electronics,--,--,--,90001,--,--,--,--,--,--,--,--,--,--,--,81879,--,10130,23667,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,10014,--,--,--,--,--,--,--,--,--,--,--,78053,--,89333,23028,--,--,--,--,--
CE Civil,--,--,--,--,--,--,23131,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CO ComputerEngineering,--,--,--,--,--,--,--,--,--,--,--,--,96993,--,--,90114,--,--,--,--,--,--,--,--
CS Computers,--,--,--,87690,120201,--,--,--,--,--,--,--,--,--,--,69934,--,--,17184,--,20052,14799,--,--
EC Electronics,5622,--,--,--,--,--,--,--,--,--,--,--,--,--,--,94684,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8196,--,--,--,--,--,--,--,--
RI Robotics and AI,--,--,--,--,--,86594,--,--,--,06236,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"CA CS (AI, MachineLearning)",--,--,--,--,--,--,--,--,--,--,--,--,75043,--,--,54785,--,--,--,--,--,--,--,--
CD Computer Sc.and Design,--,--,--,14054,--,--,--,--,--,--,--,--,--,--,--,2609,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,70946,--,--,--,--,--,--,--,--,--,--,--,62570,--,77777,16244,--,--,15880,--,--
CY CS- CyberSecurity,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,73497,--,--,20123,--,--,--,--,--
DS Comp. Sc. Engg-Data Sc.,--,--,--,--,--,--,56370,--,--,--,84059,--,--,--,--,--,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,84833,--,98727,--,--,--,--,--,--,--,--,--,74442,--,--,20365,--,--,--,--,--
EE Electrical,3143,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1849,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1991,--,--,--,--,--,--,--,--
"AD ArtificialIntel, Data Sc",--,--,--,--,--,--,--,--,--,44449,--,--,--,25242,--,--,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,--,--,--,--,14917,--,--,80200,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,17671,13234,--,--,--,--,--,--,--,--,--,--,--,83341,--,--,19858,--,--,23746,--,--
EC Electronics,--,--,--,15672,--,--,--,--,--,--,--,--,--,--,--,92554,--,15435,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0743,--,--,--,--,--,--,--,--
"CA CS (AI, MachineLearning)",--,--,--,18321,--,--,--,--,--,--,--,--,--,--,--,2412,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4814,--,--,--,--,--,--,--,--
CS Computers,--,--,--,13954,--,--,--,--,61320,--,--,--,--,--,--,99355,--,--,22575,--,25204,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4368,17064,16352,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,--,--,--,--,--,09709,--,60186,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6166,--,--,--,--,--,--,--,--
CS Computers,--,--,--,55546,--,--,--,--,--,--,--,--,--,--,--,44548,--,62803,17437,--,--,19873,--,--
EC Electronics,--,--,--,87915,--,--,--,--,--,--,--,--,--,--,07416,64408,--,--,22271,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,76340,--,--,59138,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,--,--,--,--,--,--,79323,1328,--,--,--,--,--,--,--,--
CD Computer Sc.and Design,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3941,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1391,--,--,21771,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EE Electrical,--,--,--,26631,--,--,--,--,--,--,--,--,--,--,--,--,--,24668,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,--,01628,--,--,--,--,--,--,--,97027,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8711,--,--,24439,--,--,--,--,--
CS Computers,--,--,--,92442,--,--,--,--,--,--,--,--,81036,--,--,79927,--,85326,15101,--,18741,15362,--,--
EC Electronics,4775,--,--,10984,--,56561,--,--,--,--,--,--,--,--,--,0344,--,--,23691,--,--,--,--,--
EE Electrical,--,--,--,15842,--,--,--,--,--,--,--,--,--,--,--,2909,--,--,25669,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,90289,--,--,22211,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21602,--,--,--,18826,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CD Computer Sc.and Design,--,--,--,40998,--,--,--,--,--,--,--,--,--,--,--,24739,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3221,--,--,--,--,--,--,--,--
CF CS(ArtificialIntel.),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22793,--,--,94940,--,--,--,--,--
CS Computers,--,--,--,24637,--,--,--,--,--,--,--,--,21367,--,--,17425,26376,20847,78252,--,99964,78695,--,--
CY CS- CyberSecurity,--,--,--,--,--,--,--,--,--,25429,--,--,--,--,--,--,--,31167,--,--,--,--,--,--
DS Comp. Sc. Engg-Data Sc.,--,--,--,--,--,--,48206,--,--,--,--,--,--,--,--,23063,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,32740,--,--,--,--,--,--,--,--,--,--,--,25016,--,30462,11020,--,--,--,--,--
EE Electrical,63257,--,--,--,--,--,--,--,--,--,--,--,42600,--,--,35869,--,--,--,--,--,--,--,--
"IC CS-IoT, CyberSecurity",34074,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,126960
IE Info.Science,--,--,--,26010,--,33072,--,--,--,--,--,--,--,--,--,21740,--,--,10821,--,--,10779,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1874,--,--,--,--,--,--,--,--
CE Civil,0904,--,--,20401,--,--,--,--,--,--,--,--,--,--,--,8575,--,21970,23459,--,--,--,--,--
CS Computers,2232,--,--,12860,--,47693,01415,--,--,60628,--,--,06373,--,--,0133,10168,11022,14829,16012,16966,13802,--,141355
EC Electronics,--,--,--,16844,177458,--,46416,--,--,--,--,--,27153,--,37015,2628,--,13458,17337,--,--,15068,--,--
EE Electrical,--,--,--,22087,--,--,90288,--,--,--,--,--,67021,--,--,5861,17538,17975,19393,--,--,16599,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1485,--,22956,23642,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,123,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,11394,--,34838,--,--,--,--,--,--,01867,--,--,98313,11060,11326,18422,--,20753,22480,--,--
CE Civil,--,--,--,27084,--,--,--,--,--,--,--,--,--,--,--,2496,--,23873,23922,--,--,23985,--,--
CS Computers,80882,11363,--,10583,--,--,90487,--,52562,21332,--,--,95948,--,--,79909,--,98089,11839,--,--,12146,--,--
EE Electrical,9674,--,--,19301,--,--,41066,--,--,--,--,--,42309,--,--,4094,--,15967,23045,--,26633,--,--,--
BB B Tech in EC,--,--,--,--,--,--,--,--,--,--,--,--,57097,--,--,--,--,--,--,--,--,--,--,--
BH B Tech in AI,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,36924,--,--,11651,--,--,--,--,--
BJ B Tech in EE,--,--,--,91089,--,--,--,--,--,--,--,--,--,--,--,81627,--,--,--,--,--,--,--,--
BL B Tech in AS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14980,--,--,--,--,21098,--,--
BP B Tech in CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4024,--,17650,--,--,--,--,--,--
BW B Tech in CS,70669,--,--,57697,--,67669,--,--,--,--,--,--,44231,--,--,43796,--,63216,15206,23631,19861,14664,--,--
BX B Tech in CY,--,--,--,--,--,--,63568,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CQ B Tech in IO,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,55831,--,--,16869,--,--,--,--,--
CW B Tech in IT,--,--,--,68297,--,--,--,--,--,--,--,--,--,--,--,51404,--,--,--,--,--,--,--,--
DB B Tech in ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3623,--,--,--,--,--,--,--,--
ZQ B.TECH ININ.TCH.DAT.ANAL,--,--,--,--,--,--,--,--,--,69175,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ZV B.TECH.ININF.TEC.AUG.REA,--,--,--,95381,--,--,--,--,--,--,--,--,--,--,--,76555,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18085,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,1239,--,--,--,--,--,--,--,--,--,--,--,99236,--,13352,19920,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,45620,43768,--,--,27358,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,59963,--,--,--,--,--,--,--,--,--,--,--,51003,--,63407,14754,--,--,12937,--,--
CY CS- CyberSecurity,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,64382,--,--,19916,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,74207,93310,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,90258,--,--,--,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
DG DESIGN,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,38154,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,173675,2280,--,--,--,--,--,--,--,--,--,--,--,99401,--,--,20036,--,--,26991,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21745,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,06206,--,13080,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AM B Tech in AM,--,--,--,27808,--,--,--,--,--,--,--,--,--,--,--,21205,--,23602,73440,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
BAB.Tech(Agri.Engg),--,--,--,--,--,--,--,--,--,2416,--,--,--,--,--,--,--,--,--,--,--,--,--,--
BB B Tech in EC,--,--,--,33568,--,42549,--,--,--,--,--,--,--,--,--,29326,31797,--,10688,--,--,11160,--,--
BG B Tech in AD,--,--,--,29411,--,--,--,--,--,--,--,--,--,--,32983,21752,--,--,79518,--,--,--,--,--
BJ B Tech in EE,--,--,--,--,82698,--,--,--,--,--,--,--,46194,--,--,42472,--,--,--,--,--,--,--,--
BL B Tech in AS,7782,--,--,--,--,--,--,--,--,--,--,--,--,--,--,34465,--,--,--,--,--,--,--,--
BP B Tech in CE,--,--,--,3879,--,--,--,--,--,--,--,--,--,--,--,97393,--,--,--,--,--,17056,--,233597
BU B Tech in CI,--,--,--,32603,--,--,--,--,--,--,--,--,--,--,--,24648,--,--,10716,--,12466,--,--,--
BW B Tech in CS,--,--,--,23996,--,--,--,--,--,--,--,--,20014,--,--,19954,--,22423,78456,--,10221,82908,--,--
CL B Tech in EO,--,--,--,--,--,--,57305,--,--,--,--,--,--,--,--,29457,--,--,--,--,--,--,--,--
CN B Tech in IB,--,--,--,--,--,--,--,--,--,30187,--,--,--,--,--,--,--,--,--,15051,--,--,--,--
CU B Tech in IS,--,--,--,28817,--,--,--,--,--,--,--,--,--,--,--,24365,--,26603,10090,--,--,--,--,--
DB B Tech in ME,--,--,--,39481,--,--,--,--,--,--,--,--,--,--,--,93501,--,12761,24312,--,--,--,--,--
DD B Tech in MS,--,--,--,--,--,--,93944,--,--,--,--,--,--,--,--,65147,--,--,--,--,--,--,--,--
DF B Tech in RA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
DH B Tech in RAI,61924,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27010,--,--,--,--,--,--,--,--
DK B Tech in SS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29674,--,--,--,--,--,12438,--,--
AT AutomotiveEngg.,5695,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
BB B Tech in EC,--,--,--,23713,--,--,--,--,--,--,--,--,--,--,--,23164,--,--,--,--,--,--,--,--
BH B Tech in AI,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19902,--,25807,--,--,--,--,--,--
BJ B Tech in EE,--,--,--,--,--,--,138951,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
BL B Tech in AS,--,--,--,--,--,--,--,--,--,90153,--,--,--,--,--,--,--,47230,--,--,--,--,--,--
BP B Tech in CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,79372,--,--,--,--,--,--,--,--
BW B Tech in CS,--,--,--,20244,--,25428,--,--,--,--,--,--,--,--,--,16196,35765,--,68527,--,--,84075,--,--
CU B Tech in IS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20380,--,--,99982,--,--,--,--,--
DA B Tech in MC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22898,--,--,--,--,--,--,--,--
DB B Tech in ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,76713,--,--,17742,--,--,--,--,--
DJ B Tech in RO,--,--,--,--,--,--,--,--,--,--,--,--,48473,--,--,--,--,--,--,--,--,--,--,--
AM B Tech in AM,--,--,--,43643,--,--,--,--,--,--,--,--,--,--,--,33443,--,45157,10770,--,--,12812,--,--
BB B Tech in EC,--,--,--,66103,--,--,--,--,--,--,--,62391,--,--,--,50469,60201,--,17385,--,--,19215,--,--
BJ B Tech in EE,--,--,--,--,--,1092,--,--,--,--,--,--,82224,--,--,69073,--,--,22357,--,--,--,--,--
BN B Tech in BD,--,--,--,--,--,--,67177,--,--,--,--,--,--,--,--,52046,--,--,--,--,--,--,--,--
BP B Tech in CE,8925,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12891,--,--,--,--,--,--,--,--
BQ B Tech in CG,--,--,--,63580,--,--,--,--,--,--,--,--,--,--,--,52421,--,--,16733,--,20082,--,--,--
BU B Tech in CI,--,--,--,--,--,--,--,--,--,57483,--,--,--,--,--,48063,--,--,--,--,--,--,--,--
BV B Tech in CO,--,--,--,68824,--,--,--,--,--,--,--,--,--,--,--,47279,--,58000,14849,--,--,--,--,--
BW B Tech in CS,57279,--,--,53812,--,61657,57165,--,--,46601,--,--,46940,--,--,46032,57001,53548,15104,21347,17019,16327,--,210920
BX B Tech in CY,--,--,115267,78241,--,--,--,--,--,--,--,--,--,--,--,50592,--,--,16103,--,--,--,--,--
